id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_010,"One hand, open hand with palm front, moving upwards repeatedly.","One hand, index finger pointing upwards, raised upwards, once.","One hand, palm open and facing front, going to the face and touching it, once.","One hand, hand open and facing front, going to the mouth, once + One hand, hand open and facing front, moving downwards, once.","Two hands, palms open and facing each other, moving together, repeatedly.","Two hands, palms open and facing front, moving upwards and outwards repeatedly.","One hand, index finger pointing upwards, raised upwards, once + One hand, open hand facing front, waving leftwards and rightwards, repeatedly.","One hand, open hand, raised upwards, repeatedly."
p_011,"One hand, palm open and facing upwards, raising upwards once + One hand, palm open and facing forwards, moving leftwards and rightwards repeatedly.","One hand, open hand with all fingers extended, moving upwards, once.","One hand, open hand with all fingers extended, raised upwards, once + One hand, index finger extended and pointing upwards, holding stationary, stationary.","One hand, index finger extended and pointing up, moving repeatedly upwards and downwards, repeatedly + One hand, all fingers extended and palm facing front, opening and moving outwards, once.","Two hands, open hands with all fingers extended, raised upwards, repeatedly + Two hands, palms touching with all fingers extended, stationary, once.","Two hands, palms open and facing front, moving upwards and forwards repeatedly.","One hand, open hand, raised upwards, once + One hand, index finger, pointing upwards, stationary.","One hand, open hand with all fingers extended, raising upwards once + One hand, closed hand with index finger extended, moving up and down repeatedly."
p_012,"One hand, palm open and facing forward, moving upwards once + One hand, palm open and facing inwards, touching the ear, stationary.","One hand, palm open and facing front, raised and going to the right ear, once + Two hands, palms open and facing down, moving downwards, repeatedly.","One hand, index finger extended pointing up and front, raised and going to the mouth, once.","One hand, all fingers open and palm front, raised and moving rightwards, once + One hand, all fingers close and back hand front, going to the face and touching the chin, once + One hand, all fingers open and palm front, moving leftwards, once.","One hand, open, moving upwards, once + One hand, index finger, pointing upwards, stationary + One hand, open, moving downwards, once.","Two hands, open hands, raised upwards repeatedly.","One hand, index finger pointing upwards, raised upwards, once.","One hand, open hand, raised, upwards, repeatedly."
p_013,"One hand, all fingers open and extended, front, waving repeatedly, rightwards.","One hand, open hand with palm front, moving downwards repeatedly.","One hand, open hand with index finger extended pointing upwards, raised and maintained stationary, stationary + One hand, open hand with index finger extended pointing forwards, moving downwards repeatedly, repeatedly.","One hand, open hand with palm facing front, moving leftwards repeatedly.","One hand, open palm, front, waving, rightwards repeatedly + Two hands, open palms, front, raised upwards, stationary.","One hand, hand open, moving upwards, repeatedly + One hand, thumb finger extended and all fingers closed, going upwards, stationary.","One hand, index finger pointing upwards, raised upwards, once + One hand, all fingers open and extended front, moving leftwards and rightwards, repeatedly.","One hand, open hand, moving upwards and downwards repeatedly."
p_014,"Two hands, open palms, front, moving together and apart, repeatedly + One hand, open palm, front, going to the right ear, stationary.","One hand, open hand with all fingers extended, moving upwards and downwards repeatedly.","One hand, open hand with palm facing front, moving upwards to the mouth, once + One hand, index and thumb fingers touching with the other fingers extended and palm facing front, holding stationary.","One hand, all fingers curved and pointing upwards, raising upwards, once + One hand, palm open and facing front, moving rightwards, once.","One hand, open hand, raised upwards, repeatedly.","One hand, open hand, front; raising upwards; once.","One hand, open hand with palm facing front, waving from left to right, repeatedly.","One hand, index and thumb fingers extended and curved, front; moving downwards; once."
p_015,"One hand, open palm facing forward, moving repeatedly leftwards and rightwards, repeatedly.","One hand, open hand with palm front, moving upwards, repeatedly.","Two hands, palms open and facing front, moving upwards and forwards, once + One hand, index finger extended and pointing front, moving downwards, once.","One hand, closed hand, front, moving upwards and downwards repeatedly.","One hand, open hand with palm front, moving repeatedly leftwards, repeatedly.","Two hands, palms open and facing each other, clapping repeatedly; Two hands, palms touching each other in front, stationary.","Two hands, palms touching, front, clapping, repeatedly + One hand, index finger extended, front, pointing, stationary.","One hand, open hand with palm front, raised upwards, repeatedly."
p_016,"One hand, open hand with palm facing forward, raised upwards, once + One hand, closed hand with index finger extended and pointing forward, moving downwards, once.","One hand, open hand with palm facing forward, raised upwards, once.","One hand, open hand with all fingers extended facing front, raised and going to the mouth, once.","1, One hand, hand close, front, going to the mouth, once + One hand, palm open, front, raised leftwards, once.","One hand, open hand with palm down, raised upwards and forwards, once.","One hand, palm open and facing down, raised upwards, once + One hand, back hand touching head, moving downwards, once.","One hand, open hand, front, raised upwards repeatedly.","One hand, open palm facing front, moving repeatedly leftwards and rightwards, repeatedly + One hand, open palm facing front, going to the forehead, once."
p_017,"One hand, index finger extended and pointing up, moving upwards, repeatedly.","One hand, index finger extended and pointing upwards, raised upwards, once.","One hand, hand closed in a fist, front; moving upwards and downwards; repeatedly + One hand, index finger extended and pointing upwards, front; touching the mouth; once.","One hand, index finger extended and pointing upwards, going to the mouth, once.","Two hands, closed hand with fist, front, moving downwards repeatedly.","Two hands, closed hand with fist, front; moving upwards and outwards repeatedly.","One hand, index finger extended and pointing front, raised upwards repeatedly.","Two hands, open hands with palms front, moving upwards repeatedly."
p_018,"One hand, open hand with palm front, raised upwards, repeatedly.","One hand, open hand, front, raising upwards repeatedly.","One hand, back hand open and facing front, going to the mouth, once.","1, Two hands, open, front, raised, upwards, once + 1, Two hands, all fingers, touching ears, stationary, stationary.","Two hands, open palms, front, moving upwards to the face, once.","Two hands, palms open and facing front, raised upwards, once + Two hands, palms open and facing front, moving repeatedly downwards, repeatedly.","One hand, open hand, moving upwards, once + One hand, index finger pointing upwards, raised upwards, stationary.","One hand, open hand with palm facing forward, waving repeatedly."
p_019,"One hand, open hand, raised and moving forwards, repeatedly.","One hand, open hand, front, moving leftwards and rightwards repeatedly.","One hand, hand open and facing front, moving leftwards and rightwards repeatedly. + One hand, index and thumb fingers curved and facing front, holding stationary repeatedly.","One hand, open hand, raised upwards, repeatedly.","One hand, open hand, raised and moving upwards and downwards repeatedly.","Two hands, palms open and facing each other, clapping together repeatedly; Two hands, palms open and facing front, raised upwards and stationary.","One hand, open hand, front, moving upwards and downwards repeatedly, repeatedly.","One hand, open palm, front; raised upwards repeatedly; One hand, open palm, up; moving downwards repeatedly."
p_020,"One hand, open hand, raised upwards repeatedly.","One hand, open hand with palm facing front, waving rightwards and leftwards, repeatedly.","One hand, open hand, front, raised upwards, once + One hand, index finger, front, pointing forwards, once.","Two hands, palms open and facing up, moving upwards and downwards repeatedly.","Two hands, palms open and facing each other, moving together and apart, repeatedly + Two hands, palms open and facing front, crossing each other in front of the body, stationary + Two hands, palms open and facing each other, moving together and apart, repeatedly.","Two hands, index and thumb fingers extended, pointing forward, going outwards, stationary + Two hands, all fingers closed, going downwards, repeatedly.","One hand, index finger extended pointing up, raised upwards, once.","Two hands, palms open and facing front, moving upwards and crossing each other + Two hands, palms open and facing front, moving apart, once."
p_021,"One hand, open hand with all fingers extended, raised upwards, repeatedly.","One hand, index and pinky fingers extended and pointing upwards, moving upwards and downwards repeatedly.","One hand, open hand with palm down and fingers extended, moving repeatedly downwards, repeatedly + One hand, index finger extended and pointing upwards, going to the mouth, once.","One hand, open hand with all fingers extended, moving repeatedly from left to right, repeatedly + One hand, index finger extended and pointing upwards, moving upwards, once.","One hand, open hand, raised, moving upwards, repeatedly.","One hand, all fingers extended, front, moving repeatedly, forwards and backwards repeatedly.","One hand, index finger pointing up and front, moving upwards, repeatedly.","Two hands, closed hands, front; moving repeatedly, downwards; repeatedly."
p_022,"One hand, index finger extended and thumb finger up, pointing rightwards; going upwards to the right side of the head, stationary.","One hand, index finger pointing front, moving downwards repeatedly.","One hand, index finger extended and pointing upwards, raised and going to the mouth, once.","One hand, hand open and palm facing up, raised upwards, once.","One hand, hand open and palm inwards, going to touch the face once + Two hands, hands open and palms facing each other, moving upwards and downwards repeatedly.","One hand, open palm facing front, raised upwards, repeatedly.","One hand, open hand with all fingers extended, raised upwards, once + One hand, open hand with all fingers extended, moving downwards repeatedly.","One hand, open hand with all fingers extended, raised upwards, once."
p_023,"One hand, open hand with palm front, raised upwards, once.","One hand, open palm facing front, raised and moving downwards repeatedly.","One hand, open hand with palm facing front, moving from right to the front of the face, once.","One hand, open hand with palm facing front, raised to the face and then moved outwards to the right, once.","Two hands, open palms, front; clapping, forwards; repeatedly + Two hands, open palms, front; touching face, stationary; once.","Two hands, palms open and facing each other, moving together and apart, repeatedly + Two hands, palms open and facing front, moving upwards, repeatedly.","One hand, open palm facing front, raised upwards, once.","One hand, open hand, raised upwards; moving downwards, once."
p_024,"One hand, index finger extended and pointing upwards, raised upwards, once + One hand, index finger extended and pointing forwards, moving downwards, once.","One hand, index finger extended and pointing front, moving leftwards, repeatedly.","One hand, open palm, front, raised upwards once + One hand, index finger, front, moving downwards repeatedly.","One hand, hand open with palm front, raised upwards, once + One hand, index finger extended and pointing downwards, moving repeatedly downwards, repeatedly.","One hand, open hand with all fingers extended, moving upwards, once + One hand, open hand with all fingers extended, moving downwards, once.","One hand, open hand, front, raised upwards, once + One hand, index finger, front, moving downwards, repeatedly.","One hand, all fingers open and extended, front, moving repeatedly upwards, repeatedly.","One hand, open hand, raised upwards, repeatedly + One hand, all fingers, pointing upwards, repeatedly."
p_025,"One hand, open hand with all fingers extended and palm facing forward, moving upwards, repeatedly.","One hand, open hand with palm front, moving upwards, repeatedly.","One hand, hand open and facing front, going towards the mouth, once.","One hand, hand open and facing front, going to the mouth, once.","One hand, open palm, front, raised upwards, once + One hand, open palm, front, moving downwards, once.","One hand, open hand with palm front, raised to the front, once + One hand, open hand with palm front, moving downwards repeatedly.","One hand, index finger pointing upwards, raised upwards, once.","One hand, open hand, front, raising upwards, once + One hand, open hand, front, going downwards, once."
p_026,"One hand, open palm, facing downwards, going downwards, once + One hand, index finger, pointing upwards, raised upwards, once.","One hand, palm open and facing down, moving downwards repeatedly + One hand, fist closed and facing down, moving downwards repeatedly.","One hand, palm open and facing downwards, moving downwards repeatedly; + One hand, all fingers pinched and facing front, going to the mouth once.","Two hands, open and facing down, moving downwards repeatedly + One hand, palm open and facing the face, going to the face and touching it, once.","One hand, all fingers closed and pointing forward, moving downwards, once + One hand, all fingers closed and pointing forward, touching the mouth, stationary.","One hand, open hand with extended fingers facing forward, moving forwards, once.","One hand, all fingers closed in a fist, front, raised upwards repeatedly; One hand, index finger, front, pointing upwards stationary.","One hand, index finger extended and pointing upwards, is raised upwards, once + One hand, index finger extended and pointing forwards, is moving downwards, repeatedly."
p_027,"One hand, open hand, raised upwards, once + One hand, index finger, pointing upwards, once.","One hand, open hand, raised upwards, once.","One hand, all fingers closed and pointing upwards, raised to the face, once.","One hand, open palm facing front, raised upwards, once.","Two hands, index and thumb fingers extended and pointing front, going apart, once.","Two hands, index and thumb fingers extended, pointing front, forming a square, stationary. + Two hands, palms facing each other, all fingers extended, moving repeatedly together and apart, repeatedly.","One hand, open hand, raised upwards, once + One hand, index finger, pointing upwards, stationary.","One hand, hand with extended thumb and little finger, front, raised upwards, once + One hand, hand with extended thumb and little finger, front, going downwards, once."
p_028,"One hand, index finger extended and pointing upwards, raised upwards, once.","One hand, index finger extended and pointing upwards, raised upwards, stationary.","One hand, index finger extended and pointing front, moving upwards, once + One hand, index finger extended and pointing front, moving downwards, once.","One hand, hand open and facing front, going to the face, once + One hand, index and thumb fingers extended and facing front, holding stationary, once.","One hand, hand open and facing forward, moving repeatedly from left to right, repeatedly.","One hand, open hand with all fingers extended, raised upwards repeatedly.","One hand, index finger extended pointing up, raised upwards, stationary.","One hand, palm open and facing forward, moving leftwards, once."
p_029,"One hand, open hand, facing front, moving upwards and downwards repeatedly.","One hand, all fingers extended, front, raised upwards repeatedly.","One hand, open palm facing front, moving forwards, repeatedly + One hand, index and thumb fingers pinched facing front, moving repeatedly, repeatedly.","One hand, open hand with palm front, moving leftwards and rightwards, repeatedly.","Two hands, palms open and facing each other, moving repeatedly towards each other, repeatedly + One hand, palm open and facing forward, waving repeatedly leftwards, repeatedly.","Two hands, open palms, front, clapping repeatedly.","One hand, open hand with all fingers extended, raised upwards, once + One hand, open hand with all fingers extended, moving up and down, repeatedly.","Two hands, palms facing each other, going together and apart, repeatedly + One hand, open, facing forward, waving upwards, repeatedly."
p_030,"One hand, index finger extended and pointing upwards, raised and touching the face near the ear, stationary + One hand, thumb finger extended and pointing upwards, raised, stationary.","One hand, with the back of the hand closed in a fist facing down, is raised and moving downwards repeatedly.","One hand, open hand with palm facing front, raised upwards, repeatedly.","One hand, open hand with palm facing front, raised to the front, once + One hand, open hand with palm facing front, moving to the left repeatedly.","One hand, open hand with palm facing front, raised upwards to the face, once + Two hands, open hands with palms facing upwards, moving downwards, once.","Two hands, palms open and facing up, raised to the front, stationary; + Two hands, palms facing each other, moving together, repeatedly.","Two hands, palms open and facing each other, moving together and apart repeatedly. + One hand, index finger extended and pointing upwards, raised upwards, stationary.","Two hands, open palms facing each other, clapping repeatedly."
p_031,"One hand, index finger extended and pointing front, moving repeatedly forwards and backwards, repeatedly.","One hand, all fingers open and extended, front, moving forwards, once.","One hand, hand open and facing front, raised upwards, once.",None.,"One hand, index finger extended and pointing front, moving forwards, once + One hand, index finger extended and pointing front, moving downwards, once.","One hand, index finger extended and pointing front, raised upwards, once.","One hand, index finger extended, pointing upwards, raised once.","Two hands, open palms facing front, moving upwards and downwards repeatedly."
p_032,"One hand, hand open, raised to the head and touching the ear, once + Two hands, all fingers extended, pointing downwards, moving repeatedly.","One hand, hand open and palm facing down, moving downwards, once + Two hands, all fingers extended and pointing down, moving downwards repeatedly.","One hand, closed hand, front, going to the face, once.","Two hands, all fingers extended and open, raised upwards, stationary + Two hands, palms facing each other, moving together, repeatedly.","One hand, open hand, raised and waving rightwards, repeatedly + One hand, open hand, going to the head, once.","One hand, open hand, moving upwards and rightwards, repeatedly.","One hand, open hand, raised upwards, repeatedly.","One hand, open hand, facing front; moving upwards and downwards repeatedly; repeatedly."
p_033,"One hand, open palm, front, raised upwards, once + One hand, open palm, front, going downwards to the head, once.","One hand, open palm facing downwards, moving repeatedly downwards, repeatedly.","One hand, open palm facing down, moving downwards repeatedly.","One hand, open hand with palm facing forward, raised upwards, repeatedly.","Two hands, palms open and facing each other front, moving together and apart repeatedly.","Two hands, palms open and facing each other, clapping together repeatedly.","One hand, index finger extended pointing up and facing forward, raised upwards, stationary + One hand, index finger extended pointing forward, moving downwards repeatedly, once.","Two hands, open palms facing each other, moving together and apart, repeatedly."
p_034,"One hand, open hand with all fingers extended and facing front, moving leftwards, repeatedly + One hand, open hand with all fingers extended and facing left, touching the ear, stationary.","One hand, open palm facing front, raised upwards once + One hand, index and thumb fingers pinched facing front, stationary.","One hand, all fingers curved, front, moving repeatedly, forwards, repeatedly. + One hand, all fingers touching the mouth, front, stationary, once.","One hand, open hand with all fingers extended, raised and moving leftwards, repeatedly + One hand, closed hand with all fingers flexed, raised and moving leftwards, repeatedly.","1, hand, open, front, moving, forwards, repeatedly.","One hand, all fingers extended and palm facing forward, moving upwards and downwards repeatedly.","One hand, index finger extended pointing up, moving upwards, repeatedly.","One hand, open hand with all fingers extended, moving repeatedly from left to right, repeatedly + One hand, index finger extended, moving repeatedly up and down, repeatedly."
p_035,"One hand, open palm facing down, raised to the front and upwards, once + One hand, index finger pointing down, moving downwards repeatedly.","One hand, open hand with palm front, raised upwards, once + One hand, closed hand with palm down, moving downwards, repeatedly.","One hand, open hand with palm facing forward, moving repeatedly rightwards, repeatedly.","One hand, open palm, front, moving upwards repeatedly, dynamic gesture performed repeatedly.","One hand, palm open and front, going upwards to the face and touching the forehead, stationary + One hand, palm open and front, going downwards, repeatedly.","One hand, palm open and facing front, moving rightwards, once + One hand, all fingers curved and facing down, touching head repeatedly.","One hand, open palm, front, moving upwards, repeatedly.","Two hands, palms open and facing front, moving upwards and downwards repeatedly."
p_036,"One hand, open hand, raised front, moving downwards repeatedly.","One hand, index finger extended and pointing front, moving leftwards and rightwards repeatedly.","Two hands, open hands with palms facing each other, moving together and apart, repeatedly.","Two hands, palms open and facing each other, moving to clap together repeatedly.","Two hands, open hands with all fingers extended, moving upwards and downwards repeatedly.","Two hands, open hands with palms facing front, moving upwards and inwards, repeatedly.","One hand, open hand with palm front, raised upwards, repeatedly.","One hand, open hand with palm front, waving from left to right repeatedly."
p_037,"One hand, all fingers extended, front, touching the ear, stationary + Two hands, all fingers extended, down, moving up and down, repeatedly.","One hand, open hand with all fingers extended and palm facing forward, raised upwards, once.","One hand, open hand with all fingers extended and palm facing front, raised to the face and touching the mouth, stationary.","One hand, open hand with all fingers extended, moving forwards, once.","Two hands, palms open and facing front, raised and going apart, once + Two hands, palms open and facing front, going to touch the chest, once.","Two hands, open hands with extended thumbs, raised upwards, stationary.","One hand, index finger extended, pointing upwards, raised upwards, stationary.","One hand, open palm, front, raised upwards repeatedly."
p_038,"One hand, open palm, front, moving leftwards, once.",No gestures are performed.,No hand gestures are performed.,"One hand, hand closed in fist facing forward, moving downwards, once.","One hand, open hand with palm facing front, moving leftwards, repeatedly.","One hand, hand open and facing down, moving downwards to the head, once.","One hand, index finger pointing upwards, raised upwards, once.","One hand, open hand with palm down, moving downwards, repeatedly."
p_039,"One hand, open hand with palm front, moving upwards and downwards, repeatedly + One hand, open hand with palm front, stationary, once.","One hand, open hand, front, moving repeatedly, leftwards, repeatedly + One hand, back hand, front, going to the neck, once.","One hand, palm open and facing front, raised upwards once.","One hand, index and middle fingers extended front, going from extended to flexed, once.","One hand, hand open and facing forward, raised upwards, once.","Two hands, index and thumb fingers extended and pointing front, going inwards, stationary.","One hand, open hand with all fingers extended, raised upwards repeatedly.","One hand, open hand, raised upwards, repeatedly."
p_040,"One hand, all fingers extended, pointing upwards, raised upwards repeatedly.","One hand, open hand with all fingers extended, raised upwards repeatedly.","One hand, hand open and facing front, moving upwards, repeatedly.","One hand, open hand, raised and moving upwards repeatedly.","One hand, open hand with palm facing forward, raised upwards, repeatedly.","Two hands, palms open and facing each other, moving to touch each other repeatedly.","One hand, open hand with palm front, moving upwards, repeatedly.","One hand, open hand, raised upwards, repeatedly."
p_041,"One hand, index finger pointing up and front, raised upwards, stationary.","One hand, index finger extended and pointing down, moving downwards, stationary.","One hand, index finger pointing upwards, stationary, once + One hand, index finger touching the mouth, stationary, once.","One hand, palm open and facing front, raised upwards, once + One hand, palm open and facing in, going to the face, once.","Two hands, open hands with palms facing front, moving upwards to cover the face, once + Two hands, open hands with palms facing front, stationary.","Two hands, all fingers curved, front; moving repeatedly inwards and outwards; repeatedly + Two hands, index and thumb fingers pinched, front; holding stationary; stationary.","One hand, index finger extended pointing upwards, raising upwards, once + One hand, index finger extended pointing forwards, lowering downwards, once.","Two hands, palms open and facing each other in front, moving together repeatedly; Two hands, palms touching each other in front, stationary."
p_042,"One hand, open palm, front; raising upwards; once.","One hand, open palm, front, raised upwards, once.","One hand, open hand with all fingers extended and palm facing down, moving downwards, once.",None,"One hand, open hand, raised and moving rightwards, repeatedly.",No gestures are performed.,"One hand, all fingers open and extended, facing forward, going to the face and touching the chin, once.","One hand, open palm facing upwards, raised upwards, once + One hand, open palm facing downwards, moving downwards, once."
p_043,"One hand, index finger extended and pointing front, moving repeatedly forwards, repeatedly.","One hand, index finger extended pointing front, moving forwards, once + One hand, index finger extended touching the face near the eye, stationary.","One hand, hand with index finger extended and pointing upwards, is touching the chin, stationary.",None.,"One hand, open hand, raised and going forwards, once.","One hand, open palm, front, moving forwards, once.","One hand, index finger extended and pointing upwards, raised upwards, once + One hand, open hand with all fingers extended and facing front, moving upwards, once + One hand, open hand with all fingers extended and facing downwards, moving downwards, repeatedly.","One hand, index finger pointing down, touching the nose, stationary."
p_044,"One hand, open palm, front, raising upwards repeatedly + One hand, open palm, front, lowering downwards once.","One hand, all fingers extended and pointing upwards, is moving downwards, once.","One hand, all fingers closed and curved, front; going to the chin, once.","One hand, index finger extended pointing upwards, raised upwards, once + One hand, all fingers closed touching the face, going downwards, once.","One hand, index finger extended and pointing front, moving forwards, once + One hand, palm open and facing front, moving downwards, once.","One hand, open palm, front, moving upwards, once + One hand, thumb finger, front, raised upwards, stationary + One hand, open palm, front, moving downwards, once.","One hand, index and thumb fingers pinched, front, moving downwards, once.","Two hands, open hands with all fingers extended and palms facing each other, moving upwards and forwards, once + Two hands, thumb fingers pointing upwards, moving upwards, stationary."
p_045,"1, hand, open, front, raised upwards, stationary.","One hand, open hand, front, moving upwards, repeatedly.","One hand, hand open and facing front, going to the mouth, once + One hand, hand open and facing front, going downwards, once.","One hand, hand open and facing front, moving leftwards, repeatedly.","One hand, palm open and front, going upwards to the face, once.","One hand, open hand, front, moving rightwards, repeatedly.","One hand, open hand with all fingers extended and palm facing forward, moving leftwards and rightwards, repeatedly.","One hand, open hand with palm front, moving leftwards and rightwards, repeatedly."
p_046,"One hand, open hand, moving upwards and downwards repeatedly.","One hand, open hand, front, moving repeatedly, downwards.","One hand, open palm, front, moving downwards, repeatedly.","One hand, open hand, front, moving upwards and downwards repeatedly.","One hand, open hand, moving upwards and downwards repeatedly.","One hand, open hand with all fingers extended, moving forwards, once.","1, hand, open, front, moving, upwards, repeatedly.","One hand, open hand, moving leftwards and rightwards repeatedly."
p_047,"One hand, open hand, front, raised upwards once.","One hand, palm open and facing down, raised upwards to the forehead, stationary.","One hand, open hand, front, raised upwards, once.","One hand, open hand with all fingers extended, raised upwards and forwards, once.","One hand, open hand with palm facing forward, waving from left to right, repeatedly + One hand, index and thumb fingers with tips touching forming a circle and facing forward, holding stationary.","Two hands, open hands with all fingers extended, moving upwards, once + Two hands, index and thumb fingers touching forming a circle, stationary, once.","One hand, open hand with all fingers extended, raised upwards, once + One hand, open hand with all fingers extended, moving downwards, repeatedly.","Two hands, palms open and facing front, moving outwards once + Two hands, palms facing each other and fingers extended, going to cross each other in front of the face, once."
