id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_010,"The right hand, with a closed fist and index finger extended, moves up and down near the right side of the head.","The right hand, with a closed fist and index finger extended, moves repeatedly up and down near the head.","The right hand, with fingers extended and together, moves from the neck to the face, touching the chin and mouth area, and then moves away.","The right hand, with fingers together, moves from the neck to cover the mouth.","The user moves both hands in a chopping motion, with palms facing each other and fingers extended, repeatedly striking the palm of one hand against the back of the other.","The user starts with both hands clasped together, then separates them, extending both arms outwards with palms facing upwards.","The user raises their right hand, extends the index finger upwards while curling the other fingers into a fist, and then repeatedly moves the hand up and down.","The hand, with fingers extended, moves repeatedly from right to left."
p_011,"The right hand, with fingers extended and slightly separated, moves from a lower position to a higher position in front of the body, while the palm faces upwards and slightly outwards.","The right hand, with fingers extended and together, moves upwards until it reaches the forehead level.","The right hand, initially with fingers flexed, extends all fingers and moves upward, then the index finger extends further while the other fingers flex back into the palm.","The hand starts with a closed fist, then the fingers extend and spread out, and finally the hand closes back into a fist.","The user raises both hands with extended fingers, then brings them together in front of the face, and finally lowers them to the chest with fingertips touching.","The user moves both hands from a relaxed position to a vertical pose with fingers extended and palms facing each other, then moves them towards the face, stopping in front of it, and finally returns to the initial relaxed position.","The right hand, with fingers initially flexed, extends the fingers upwards while moving towards the right side of the head, then the hand moves away from the head.","The hand starts with fingers extended and palm facing forward, then transitions to a closed fist with the index finger extended and pointing upwards, finally touching the forehead."
p_012,"The right hand, with fingers extended and palm facing forward, moves towards the right ear, then the hand is cupped behind the ear.","The user raises the right hand to the right ear, while the left hand moves up and down with fingers extended.","The right hand raises with the index finger extended vertically, moving towards the mouth and touching the lips.","The right hand, with fingers flexed, moves towards the face, touches the chin, and then extends the fingers while moving away from the face and towards the right.","The right hand, initially clenched, opens with the index finger extended upward, then moves in a circular motion before pointing downward.","The user moves both hands upwards, with fingers extended and palms facing forward, towards the face, stopping at the level of the face, and then moves both hands downwards to the initial position.","The right hand, with fingers flexed into a fist except for the index finger extended, moves from right to left and up, ending with the index finger pointing upwards near the head.","The right hand, with fingers extended and palm facing forward, moves from right to left in a waving motion."
p_013,"The user moves the right hand with the fingers flexed, then extends the index finger while moving the hand up and down, and finally flexes the fingers again.","The right hand, with fingers extended and palm facing forward, moves repeatedly from left to right.","The right hand, initially with fingers flexed, extends the index finger upwards while the other fingers remain flexed, then moves the index finger to touch the lips, and finally returns to the initial position.","The right hand, with fingers extended and palm facing forward, moves from right to left in front of the face.","The user raises the right hand with fingers extended and palm facing forward, while the left hand moves repeatedly with fingers extended and palm facing down.","The right hand, with fingers curled into a fist, moves upward while extending the thumb.","The right hand, with fingers initially flexed, extends the index finger upwards while moving repeatedly from right to left.","The right hand, with fingers extended and palm facing forward, moves from right to left, then the hand rotates to point the fingers down and moves up and down."
p_014,"The user raises the right hand, bends the fingers, and places the palm on the right ear, while the left hand remains open with the palm facing forward.","The right hand, with fingers extended and palm facing forward, moves from right to left in a waving motion.","The hand moves towards the face, the fingertips touch the mouth, and then the hand moves away, forming a circle with the thumb and index finger.","The right hand, with fingers pinched together, moves from the front of the body towards the right shoulder, then taps the shoulder a few times.","The right hand, with fingers extended and together, moves upward and repeatedly towards the right side of the head.","The right hand, with fingers extended and together, moves upward in front of the face, then the fingers pinch together as the hand moves downward.","The right hand, with fingers extended and palm facing forward, moves repeatedly from side to side.","The right hand, with the thumb and little finger extended and the other fingers curled, rotates from a palm-up orientation to a palm-down orientation."
p_015,"The right hand, with fingers extended and together, moves repeatedly from right to left in front of the body.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left.","The hand starts with all fingers extended and palm facing forward, then the hand moves forward and the fingers close into a fist, and finally the index finger extends while the other fingers remain closed in a fist, and the hand moves up and down.","The right hand, initially closed in a fist, opens with fingers extended and palm facing forward, while moving from right to left.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left across the body.",The user claps their hands together repeatedly in front of their body.,"The hands start together, then one hand raises its index finger pointing upwards, and finally returns to the initial position.","The hand, with fingers extended and together, moves upward in front of the body, stopping with the palm facing forward."
p_016,"The right hand, with fingers extended, moves upward and then the hand closes into a fist while moving downward.","The right hand, with fingers extended and together, moves from a lower to a higher position in front of the face, then moves horizontally.","The right hand, with fingers extended and together, moves from the lower chest area up to cover the mouth.","The user raises the right hand, palm up, fingers extended, and moves it to the right.","The right hand, with fingers extended and palm down, moves from the forehead down and away from the body.","The right hand, with fingers extended and palm facing down, moves upward to touch the head and then moves downward.","The right hand, with fingers extended and together, moves up and down in a waving motion.","The user raises the right hand, palm down, and moves it horizontally across the forehead, then lowers it to the chest."
p_017,"The right hand, with fingers initially flexed, extends the index finger upwards while the other fingers remain flexed, and then the hand moves upwards.","The right hand, initially with a closed fist, extends the index finger upwards, while the other fingers remain curled, and then the hand moves downwards, flexing the index finger.","The right hand, with a closed fist and the index finger extended and pointing upwards, moves towards the face, touching the chin, and then moves away, returning to the initial position.","The right hand, with a closed fist, moves upwards towards the mouth, then the index finger extends and points forward.","The user moves both hands from a clasped position to extended forward with closed fists, then pulls them back towards the body.","The user moves both hands forward with closed fists, then extends both arms to the sides, and finally moves both hands down with open palms.","The right hand, with a closed fist and the index finger extended, moves up and down.","The user raises both hands, palms forward, and repeatedly moves them up and down."
p_018,"The user raises their right hand, palm forward and fingers extended, and moves it repeatedly up and down.","The hand, with fingers extended and palm facing forward, moves upward and then downward in a waving motion.","The right hand, with fingers together, moves from the chest to cover the mouth.","The user raises both hands, flexes the fingers, and touches the ears with the index and middle fingers.","The user raises both hands with fingers extended and palms facing the face, then moves them towards the face until they cover the eyes, and finally lowers them back to the initial position.","The user raises both hands, palms facing the face, and fingers pointing upwards, until the palms cover the eyes, then the hands move upwards and outwards, ending with the palms facing forward and fingers pointing upwards.","The right hand, with fingers initially flexed, extends the index finger upwards while moving from right to left above the head, then returns to the initial position.","The right hand, with fingers extended and separated, moves from right to left in a waving motion."
p_019,"The right hand, initially closed, opens to show one, two, three, four, and five fingers, then closes again, while moving from right to left in front of the body.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left in front of the body.","The right hand, with fingers together, moves repeatedly from right to left in front of the face.","The right hand, with fingers extended and together, moves repeatedly from right to left in front of the body.","The right hand, with fingers extended and palm facing down, moves repeatedly from right to left in front of the face, then touches the forehead, and finally returns to the initial position.","The user claps their hands together multiple times in front of their face, then raises both hands with palms forward and fingers extended upwards.","The right hand, with fingers extended and together, moves repeatedly towards the face and away from it.","The right hand, with fingers extended and palm facing down, moves repeatedly downward, while the left hand remains static with the palm facing up."
p_020,"The right hand, with fingers extended and together, moves upward and then performs a waving motion.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left.","The hand starts with all fingers extended and palm facing forward, then closes into a fist with the index finger extended and pointing forward.","The user starts with both hands together, then moves them apart while clapping, and finally extends both hands forward with palms up.","The user claps their hands together in front of their face, then crosses their forearms in front of their face, and then claps again.","The user raises both hands, extends the index fingers, and moves them to form a rectangle in front of the face.","The right hand moves upwards, extending the index finger while keeping the other fingers closed.","The user moves both hands from a resting position to cross the forearms in front of the body, with palms facing outwards, then returns to the initial position."
p_021,"The right hand, with fingers extended, moves repeatedly up and down.","The right hand moves up, the thumb and index finger extend, and the hand rotates at the wrist.","The right hand, with fingers extended and together, moves horizontally from right to left, then the index finger points up and touches the chin.","The hand, with fingers extended, moves repeatedly from the mouth area upwards.","The right hand, with fingers extended and together, moves repeatedly from the front to the top of the head.","The hand moves towards the face, the index finger touches the nose, and then the hand moves away from the face while the fingers are extended and moving.",The hand moves up and down with the index finger extended.,"The user moves both hands, with fingers flexed into a fist, in a repeated circular motion, one hand over the other, in front of the torso."
p_022,"The right hand, initially open with the palm facing forward, closes into a fist with the index finger extended, then moves to the right temple.","The right hand, with a closed fist and index extended, moves up and down in front of the face.","The right hand raises the index finger vertically and brings it to the mouth, touching the lips.",No gestures are performed.,"The user raises both hands, palms facing each other, and moves them towards the face, eventually covering it.","The right hand, initially with fingers interlaced with the left hand, moves upward and away from the body, extending the fingers and palm forward.","The right hand moves upwards with fingers extended and separated, then moves downwards while the fingers close into a fist.","The right hand, with fingers extended and together, moves from a near-vertical position to the right and rotates to face forward."
p_023,"The right hand, with fingers extended and together, moves upward in front of the face, stopping at the forehead, and then moves downward.","The right hand, with fingers extended and palm facing down, moves in a circular motion above the head.","The right hand, with fingers together, moves from the right side of the body towards the face, touching the cheek, and then moves down the chest.","The right hand, with fingers extended and together, moves from the chin level to the right side.","The user claps their hands together, then moves both hands up to their face, fingers pointing upwards, and then returns to the initial resting position.","The user claps their hands together in front of them, then raises both hands with palms facing forward, and finally lowers them to the table.","The right hand, with fingers extended and palm facing forward, moves upward from the table to above the head.","The right hand, with fingers extended and together, moves from the front of the face to the right side, then rotates at the wrist and moves downward to the table."
p_024,"The right hand, with a closed fist and the index finger extended, moves up and down.","The right hand, with a closed fist and the index finger extended, moves horizontally from the center to the right side of the body.","The right hand, with fingers extended, moves upwards and then downwards with a slight wrist rotation.","The hand starts with a fist, then opens up with all fingers extended and palm facing forward, and then closes back into a fist.","The right hand, initially closed, opens with fingers extended and palm facing forward, then the hand moves slightly to the right while the fingers wiggle.","The user raises their right hand, palm open and facing forward, then lowers it while moving the index finger up and down.",The right hand moves towards the face and the fingers touch the forehead.,"The right hand, with fingers extended and palm facing forward, moves from right to left in a waving motion."
p_025,"The right hand, initially with fingers flexed, extends the fingers and rotates outward.","The right hand, with fingers extended and slightly curved, moves upwards and downwards repeatedly.","The right hand, with fingers closed and thumb extended upward, moves towards the mouth, then returns to the initial position.","The right hand, with fingers together, moves from the neck to the mouth and then away from the face.","The user raises their right hand, palm forward with fingers extended, moving it towards the camera, then lowers the hand and rotates the wrist.","The user raises their right hand, palm open and facing forward, then rotates the forearm back and forth.","The right hand, with a closed fist and the index finger extended, moves upwards.","The hand, with fingers extended and palm facing forward, moves from the side of the body towards the front, then rotates until the palm faces down."
p_026,"The user raises their right hand, palm down, to head level, then extends the index finger upwards while moving the hand up and down.","The user raises their right hand, palm down, and moves it towards their forehead, then bends the fingers into a fist and taps the forehead with the knuckles.","The right hand, with fingers extended and palm down, moves downwards and then the fingers touch the face.","The user extends the right hand forward with fingers extended and palm down, then moves the hand to the right side of the face, touching the cheek with the fingertips.","The user extends the fingers of the right hand, brings them together, and moves the hand forward, then touches the mouth with the fingertips.","The hand, with fingers extended and separated, moves from the front of the face outwards.","The user raises their right hand, closes it into a fist, and moves it in a circular motion near the right side of their head, eventually pointing the index finger upwards.","The hand, with fingers extended and separated, moves repeatedly from the front to the right side of the face, touching the cheek."
p_027,"The right hand, with fingers extended and together, moves from right to left in front of the face, then the fingers close to the palm, and finally the hand moves down.","The right hand, with fingers extended and palm facing forward, moves upward in front of the face.","The right hand, with fingers together, moves from the neck to the face, touching the chin and cheek.","The right hand, with fingers extended and together, moves from a position in front of the body towards the face, stopping near the right cheek.","The user moves both hands forward, forming a rectangle with the thumbs and index fingers, then extends the right index finger to the right.","The user forms a rectangle with both hands by joining the tips of the index fingers and thumbs, then brings the hands together until the fingertips touch, and finally separates the hands.","The right hand is raised with fingers extended and palm facing forward, then the hand rotates to the right, and the index and little fingers extend while the others curl inward.","The right hand, initially with the thumb extended upward and the other fingers curled, rotates the wrist to point the thumb downward."
p_028,"The right hand moves towards the head, the index finger extends, and the hand touches the right temple.","The right hand moves towards the head, the index finger extends upwards while the other fingers curl, and then the hand moves away from the head.","The user touches the ear with the right hand while the left hand, with extended index and thumb, moves towards the mouth.","The right hand moves towards the face, then the thumb and index finger extend and move away from the face.","The right hand, with fingers extended and together, moves repeatedly in a circular motion.","The hand, with fingers extended, moves repeatedly from side to side.","The right hand, with a closed fist and the index finger extended, moves upwards.","The right hand, with fingers extended and together, moves from the body midline to the right, while the left hand remains static."
p_029,"The right hand, with fingers extended and together, moves repeatedly up and down.","The right hand, with fingers together, moves upwards while the left hand remains still with the thumb up.","The hand, with fingers extended and palm facing forward, moves towards the camera, then the fingers flex to touch the thumb repeatedly.","The hand, with fingers extended and separated, moves repeatedly from left to right.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left in front of the body.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left across the body, touching the left arm.","The user raises the right hand with the index finger extended and the other fingers flexed, then moves the hand repeatedly from side to side.","The user raises the right hand with fingers extended and palm facing forward, then moves it repeatedly from right to left."
p_030,"The right hand, with fingers initially extended, moves to touch the right cheek, then extends the thumb upwards while the other fingers curl into a fist, and finally rotates at the wrist.","The right hand, with fingers flexed into a fist and thumb extended, moves from the head towards the front, while rotating the wrist.","The right hand, with fingers extended and palm facing forward, moves up and down in front of the face.","The user touches the chin with the index finger, then extends the hand with the palm facing down, and moves it repeatedly to the left.","The right hand, with fingers extended and palm facing the face, moves towards the face, then both hands are extended with palms facing up, and finally, the fingers of both hands move alternately up and down.","The user raises one hand with fingers extended and palm facing forward, then raises the other hand with fingers extended and palm facing up, and then repeatedly claps both hands together.","The right hand moves upwards, extending the index finger while the other fingers are folded, then the hand moves downwards with the palm open.",The user claps their open hands together in front of their chest.
p_031,"The right hand, with fingers flexed, moves up and down.","The right hand, with fingers initially flexed, extends the index finger pointing forward, and then the hand rotates slightly.",No hand gestures were performed.,No hand gestures are performed.,"The right hand, initially closed, opens with the index finger extended, pointing to the right, and then closes again.","The right hand, initially closed, opens with the index finger extended and pointing forward.","The right hand, initially with fingers flexed, extends the index finger upwards while the other fingers remain flexed.","The user moves both hands forward, with fingers extended and separated, palms facing forward, and then moves them back to the initial position."
p_032,The right hand touches the right ear while the left hand raises the index and middle fingers pointing upwards.,"The user touches the right ear with the right hand, then moves both hands up to the head, and then moves both hands down with fingers pointing down.","The right hand, with fingers together, moves from the front of the body towards the face, touching the chin and cheek.","The user raises both hands with fingers extended and palms facing forward, then claps both hands together.","The right hand, with fingers extended and palm facing forward, moves up and down in a waving motion, then the hand moves to the head and the fingers scratch the head.","The right hand, with fingers extended and palm facing forward, moves repeatedly from right to left in a waving motion.","The right hand, with fingers extended and palm facing forward, moves from right to left in a waving motion, then the hand closes into a fist and moves down.","The right hand, with fingers extended and slightly separated, moves from a lower position to the right and upwards, waving from side to side."
p_033,"The right hand, with fingers extended, moves upward in front of the face, then touches the forehead before returning to the initial position.","The right hand, with fingers extended and palm down, moves repeatedly from right to left in front of the face.","The right hand, with fingers extended and palm down, moves upwards and away from the body, then returns to the initial position.","The right hand, with fingers extended and together, moves repeatedly upwards from the torso to above the head, then returns to the initial position.","The user claps their hands together in front of their face, then returns them to a resting position on the table.","The user claps his hands together in front of his face, then interlocks his fingers.","The right hand, with a closed fist and extended index finger pointing upwards, moves repeatedly towards the face, touching the chin and forehead.","The user claps their hands together in front of their face, then lowers them to the table."
p_034,"The user raises their right hand, palm open and fingers extended, and moves it towards their right ear.","The hand, initially with fingers flexed, extends all fingers and moves from left to right.","The right hand, with fingers together, moves repeatedly towards the mouth.","The hand, with fingers extended and separated, moves from a position near the body towards the left side of the frame, then the fingers curl into a fist.","The user raises their open hand, palm forward, towards the camera.","The hand starts with the fingers closed together, then opens the hand with the palm facing forward, and moves it from side to side.",The hand moves upwards with the index finger extended and other fingers flexed into a fist.,"The user raises their right hand with fingers extended, then closes them into a fist, leaving only the index finger extended, and moves the hand up and down."
p_035,"The right hand, with fingers extended and palm down, moves horizontally from right to left, then the hand rotates at the wrist and the index and middle fingers repeatedly move down.","The right hand, with fingers extended and palm facing forward, moves upward and then downward in a waving motion.","The right hand, with fingers extended and together, moves from right to left in a waving motion.","The right hand, with fingers extended and palm facing forward, moves upward and then downward in a waving motion.","The right hand, with fingers extended and palm facing down, moves upward to cover the eyes, then returns to the initial position.","The hand, with fingers extended and palm facing forward, moves from the neck up to the forehead, then the fingers curl and scratch the head.","The right hand, initially closed, opens with fingers extended and palm facing forward, moving slightly to the right.",The user moves both hands up and down with fingers extended and palms facing forward.
p_036,"The right hand, with fingers initially flexed, extends the index finger while the other fingers remain flexed, and then moves repeatedly from left to right.","The right hand, with fingers extended and pointing forward, moves repeatedly from right to left in front of the body.",The user repeatedly claps their hands together in front of their body.,The user claps their hands together repeatedly in front of their body.,"The user raises both hands, palms facing forward, fingers extended and separated, and moves them repeatedly up and down.","The user raises both hands with fingers extended, palms facing forward, and moves them towards each other until they touch in front of the face, then lowers them to the initial position.","The right hand raises up with fingers extended and palm facing forward, then moves from side to side.","The right hand, with fingers extended and together, moves repeatedly from right to left in front of the body."
p_037,"The right hand, with fingers extended and together, moves towards the right ear, while the left hand moves up and down with fingers extended and together.","The user raises their right hand, with fingers extended and slightly separated, palm facing forward.","The user raises the right hand, with fingers extended and slightly curved, to the mouth area, touching the lips with the fingertips.","The hand, initially with fingers flexed, extends the fingers and moves forward, with the palm facing outwards.","The user raises both hands, crosses the forearms in front of the body, and then lowers them.","The user raises both hands, clenches the fingers into a fist, and extends both thumbs upwards.","The right hand, with a closed fist and extended index finger pointing upwards, moves slightly up and down.","The right hand, with fingers extended and palm facing forward, moves from a lower position upwards and slightly to the right."
p_038,No hand gestures are performed.,No hand gestures are performed.,No hand gestures are performed.,"The right hand, with fingers flexed into a fist, moves up and down.","The right hand, with fingers extended and palm facing forward, moves from the lower right to the upper left, passing in front of the face.","The right hand, with fingers extended and palm facing down, moves from right to left across the forehead.","The right hand raises with the index finger extended upward, then moves downward.","The right hand, with fingers extended and palm down, moves repeatedly from right to left in front of the body, then the hand touches the right shoulder."
p_039,"The right hand, with fingers extended and palm facing forward, moves towards the head, then the fingers curl inward as the hand touches the head, and finally the hand moves away from the head while the fingers extend again.","The user raises their right hand, palm facing inward, fingers extended and together, and moves it repeatedly from right to left in front of their face.","The right hand, with fingers together, moves from the right side of the head to the left side, touching the forehead.","The hand, initially with the index and middle fingers extended, transitions to a closed fist with the thumb extended.","The right hand, with fingers flexed, moves upward to touch the chin.","The user forms a rectangle with both hands, using the thumbs and index fingers, while pointing with the index fingers.","The right hand, with fingers extended and palm facing forward, moves from a lower position up to head level.","The right hand, with fingers extended and slightly separated, moves upward and forward, rotating slightly at the wrist."
p_040,"The right hand, with fingers extended and together, moves repeatedly upwards.","The right hand, with fingers flexed into a fist, moves upwards.","The right hand, with a closed fist, moves repeatedly up and down near the right shoulder.","The right hand, with fingers extended and together, moves repeatedly towards the neck.","The user raises their right hand with fingers extended and palm facing forward, then moves it repeatedly from right to left in front of their face.","The user claps his hands together in front of his face, then raises both hands up with fingers extended.","The right hand, with fingers extended and together, moves upward and then repeatedly pivots at the wrist.","The right hand, with fingers extended, moves repeatedly from right to left in front of the torso."
p_041,"The right hand, with a closed fist and extended index finger pointing upwards, moves slightly to the left.","The right hand, with fingers extended and together, moves downward.","The right hand, with a closed fist and extended index finger pointing upwards, moves towards the mouth, and the index touches the lips.","The right hand, with fingers extended and together, moves from a position in front of the body towards the right side of the face, touching the cheek.","The hands, with fingers extended and palms facing each other, move towards the face, covering it, and then move away from the face, returning to the initial position.","The user raises both hands, bends the fingers, and brings the fingertips together in front of the face.","The hand, with fingers flexed into a fist except for the extended index finger pointing upwards, moves downwards while the wrist rotates.",The hands move from a position with palms facing up and fingers extended to a position with palms together and fingers interlaced.
p_042,"The right hand, with fingers extended and palm facing up, moves upwards and then the fingers flex towards the palm.","The right hand, with fingers extended and palm facing down, moves upwards and then downwards.","The right hand, with fingers extended and slightly curved, moves forward and backward.",No gestures are performed.,"The right hand, with fingers initially flexed, extends the index finger pointing forward, then transitions to an open palm waving to the right.",No gestures are performed.,"The right hand, with fingers initially closed, moves to the chin, then opens the fingers and moves away from the face.","The right hand, with fingers extended and slightly separated, moves upwards and rotates from palm down to palm up."
p_043,"The hand starts with a closed fist, then the index finger extends and points forward, while the hand moves slightly from side to side.","The right hand is pointing forward with the index finger extended, while the left hand is touching the left cheek.","The right hand is closed in a fist, with the index finger extended and pointing upwards, touching the chin.",No hand gestures are performed.,"The user raises their right hand, palm forward, towards their face, covering it.","The right hand, with fingers extended and palm facing forward, moves horizontally across the face.","The user touches the right temple with the index finger, then extends the arm upwards, opening the hand with the palm facing forward, and finally moves the hand downwards with the fingers flexed.","The right hand is near the face, with the index finger extended and touching the nose."
p_044,"The right hand, with fingers extended and palm facing forward, moves upward and then downward.","The right hand, with fingers together, moves up and down in front of the forehead.","The right hand, with fingers flexed, moves up to the chin, while the left hand remains still.","The right hand, with fingers initially flexed, extends the index finger upwards while moving towards the right temple, then returns to the initial position.","The right hand, initially with fingers interlaced with the left hand, raises with the index finger extended, then the hand opens with the palm facing forward, and finally moves downward with a closed fist.","The right hand, initially with fingers interlaced with the left hand, moves forward with the index finger extended, then transitions into a thumbs-up gesture, and returns to the initial position.","The right hand, with fingers and thumb pinched together, moves downward.","The user starts with both hands clasped together, then claps his hands, raises both hands with thumbs up, and then moves both hands forward with fingers extended and palms facing forward, before returning to the initial clasped position."
p_045,"The right hand, with fingers extended and together, moves upwards from below the frame to above the head, then moves downwards.","The hand moves upward with fingers extended and together, then repeatedly moves downward and upward.","The hand, with fingers together, moves from the neck to cover the mouth.","The right hand, with fingers extended, moves from the neck level to the right side.","The right hand, with fingers extended and palm facing the face, moves from right to left across the forehead.","The right hand, with fingers extended and palm facing the face, moves repeatedly across the face from right to left.","The hand, with fingers extended and spread, moves repeatedly from side to side in a waving motion.","The hand, with fingers extended and separated, moves from right to left in a waving motion."
p_046,"The right hand, with fingers extended and together, moves from right to left in a waving motion.","The right hand, with fingers flexed, moves repeatedly up and down.","The user raises their right hand, palm down, and then brings the left hand up, fingers extended and together, to form a ""T"" shape with the right hand.","The right hand, with fingers extended and slightly separated, moves repeatedly from right to left in front of the body.","The hand, with fingers extended, moves from right to left in front of the face.","The right hand, with fingers extended and palm facing forward, moves from right to center.","The right hand, with fingers extended and palm facing forward, moves upward and slightly to the right.","The right hand, with fingers extended and slightly separated, moves repeatedly from right to left in front of the body."
