id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_010,"The user performs a gesture by raising their right hand, pointing upward with the index finger extended, and then lowering the hand back to its initial position.","The user performs a gesture by raising one hand, extending the index finger upward while the other fingers remain curled, and moving the hand slightly in a repetitive motion.","The user performs a gesture by raising one hand, with fingers slightly curled, and briefly touches the chin with the fingertips before lowering the hand.","The user performs a gesture where one hand moves upward to touch the face, with fingers extended and slightly curved, followed by a downward motion returning to a resting position.","The user performs a gesture where both hands move together, with fingers interlocked and palms facing inward, followed by a motion where the hands separate and one hand moves outward with fingers extended.","The user performs a gesture by clasping both hands together and then transitions to raising both hands with fingers spread apart, moving them in a repeated outward and upward motion.","The user raises their right hand with the index finger extended upward while the other fingers are curled, holds the pose briefly, and then lowers the hand with a slight waving motion.","The user performs a hand gesture by raising one hand with fingers spread apart, moving it side to side in a waving motion."
p_011,"The user performs a sequence of gestures starting with the right hand held palm up and fingers slightly curled, transitioning to raising the hand with fingers extended near the face, followed by touching the chest with the fingertips, and finally lowering the hand back down.","The user performs a gesture where the right hand, with fingers slightly bent, moves upward near the head and pauses with the palm facing outward.","The user first raises their right hand with fingers spread apart and palm facing forward, then transitions to curling the fingers inward one by one into a fist, with the index finger extended and pointing upward.","The user performs a sequence of gestures starting with a raised fist with the index finger extended upward, transitions to an open hand with fingers spread near the face, and concludes with a pinching motion using the thumb and index finger.","The user performs a sequence of gestures: first, both hands are raised with fingers spread apart and palms facing forward, then the hands move closer together with palms facing outward, and finally, the fingertips of both hands touch to form a triangular shape.","The user performs a sequence of gestures starting with both hands forming a triangular shape with fingertips touching and moving upward, transitioning to open palms facing outward with fingers spread apart, and ending with no gesture.","The user performs a sequence of gestures involving raising the right hand with fingers spread, transitioning to pointing upward with the index finger, followed by touching the side of the head with the fingertips, and then lowering the hand.","The user performs a gesture by raising one hand with fingers spread apart, followed by curling the fingers into a fist and bringing it closer to the face."
p_012,"The user performs two gestures in sequence: first, raising the right hand with fingers slightly curved and positioned near the ear, followed by lowering the hand and making a forward motion with the right hand in a loose fist.","The user performs a sequence of gestures involving the right hand raised near the ear with fingers slightly curved, while the left hand moves upward with an open palm and fingers spread, followed by alternating movements of the left hand and the right hand maintaining its position near the ear.","The user raises their right hand with the index finger extended upward, brings it to their lips in a vertical orientation, holds the position, and then lowers the hand back to rest.","The user performs a sequence of gestures involving raising one hand with fingers slightly curled and moving it towards the face, briefly touching the chin, followed by extending the hand outward with fingers spread, and then returning to a resting position.","The user raises their right hand with the index finger extended upward, performs a pointing motion, and then transitions to a downward pointing gesture with the same hand.","The user performs a sequence of gestures involving interlocked fingers, followed by upward and outward hand movements with fingers spread, transitioning to a repeated upward motion with both hands, and concluding with hands returning to a resting position.","The user performs a gesture with the right hand, raising it with the index finger extended upward while the other fingers are curled, followed by lowering the hand back to the resting position.","The user performs a waving gesture with the right hand, raising it with fingers extended and slightly spread, moving it side to side, followed by returning the hand to a resting position."
p_013,"The user performs a sequence of gestures involving raising the right hand with the index finger extended and slightly bent, followed by a circular motion of the hand with fingers relaxed and slightly spread.","The user performs a single-hand gesture involving the right hand, which moves upward with fingers slightly spread and then transitions into a loose, open-hand pose with a slight oscillating motion.","The user raises their right hand with the index finger extended upward, brings it close to their lips in a vertical orientation, and then lowers the hand back to a resting position.","The user performs a sequence of gestures involving the right hand moving upward with a bent elbow, briefly touching the side of the head near the jawline, and then returning downward in a repetitive motion.","The user performs a sequence of gestures starting with raising one hand with fingers spread and palm facing forward, transitioning to both hands raised with fingers spread and palms facing forward, followed by waving one hand, and ending with no gestures.","The user performs a thumbs-up gesture with the right hand, raising it with the thumb extended upward while the other fingers are curled, followed by lowering the hand back to a resting position.","The user performs a gesture where the right hand transitions from a downward motion to an upward pointing pose with the index finger extended, followed by a return to a downward motion.","The user performs a waving gesture with the right hand, characterized by an open palm facing outward and side-to-side wrist movement, followed by returning the hand to a resting position."
p_014,"The user performs a gesture where the right hand moves towards the side of the head with fingers slightly curved, followed by a gesture where both hands are raised with fingers extended and slightly spread, moving outward.","The user performs a sequence of gestures involving raising one hand with fingers extended and slightly spread, moving it side to side, followed by lowering the hand and repeating the motion.","The user performs a gesture where the right hand moves upward to touch the face near the mouth with fingers slightly curled, transitions into an ""OK"" hand pose with the thumb and index finger forming a circle while the other fingers are extended, and then lowers the hand back to a resting position.","The user performs a sequence of gestures starting with the right hand moving upward to touch the face with the thumb and index finger forming a circle, followed by a waving motion of the right hand away from the face, and then returning to a resting position.","The user performs a sequence of gestures starting with the right hand raised vertically with fingers extended and palm facing left, followed by a waving motion, and transitions to a horizontal sweeping motion with the right hand near the torso.","The user performs a sequence of gestures involving the right hand moving upward with fingers extended and palm facing inward, followed by a waving motion near the head, and concludes with the hand returning downward.","The user performs a waving gesture with one hand, characterized by an open palm, fingers extended and slightly spread, moving side to side, followed by no gesture.","The user performs a ""shaka"" gesture with the right hand, extending the thumb and pinky while the other fingers are curled, followed by pointing downward with the index finger of the same hand."
p_015,"The user performs a single hand gesture where the right hand moves upward with the palm facing up and fingers slightly curled, followed by a downward motion, and then returns to rest.","The user performs a sequence of gestures involving a rapid upward and downward motion of the right hand with fingers slightly curled, followed by raising the right hand with fingers extended and palm facing forward, and then lowering it back to the resting position.","The user performs a waving gesture with an open hand, fingers spread, moving side to side, followed by a pinching motion with the thumb and index finger, and then returns to a resting position.","The user performs a sequence of gestures starting with a closed fist moving upward, transitioning to an open hand with fingers spread and palm facing upward, followed by a slight waving motion, and then returning to a resting position.","The user performs a sequence of gestures involving the right hand moving rapidly upward and downward near the face, transitioning to a stationary pose with the palm facing outward, followed by a sweeping motion across the chest with the palm facing inward.","The user performs a clapping gesture followed by a prayer-like gesture with palms pressed together, and then returns to resting positions.","The user performs a gesture where the right hand moves upward with the index finger extended and held upright, then returns to a resting position.","The user performs a single hand gesture by raising one hand vertically with fingers extended and palm facing outward, followed by a waving motion, and then returns to a resting position."
p_016,"The user performs a gesture with one hand, raising it with fingers spread and palm facing outward, followed by lowering the hand back to a resting position.","The user performs a sequence of gestures involving raising one hand with fingers spread, moving it slightly side to side, followed by lowering the hand horizontally with palm facing downward, and repeating these motions.","The user performs two sequential hand gestures: first, raising one hand with fingers spread and palm facing outward, followed by moving the same hand to cover the lower part of the face with the palm.","The user performs three distinct hand gestures in sequence: first, raising a closed fist near the mouth; second, placing an open hand over the mouth; and third, extending an open hand with palm facing upward while moving it slightly side to side.","The user performs two gestures in sequence: first, raising one hand with the palm facing downward above the head, and second, moving the same hand horizontally at chest level with the palm facing downward.","The user performs a sequence of gestures involving one hand moving horizontally with the palm facing downward, followed by the same hand touching the forehead and then extending above the head with the palm flat and facing downward, before returning to the initial position.","The user performs a gesture by raising one hand with fingers extended and palm facing outward, followed by lowering the hand back to a resting position.","The user performs a sequence of gestures involving a hand moving upward to touch the forehead, followed by a downward motion, and then a repeated horizontal sweeping motion with the palm facing downward."
p_017,"The user performs a gesture with the right hand, raising it with a closed fist and extending the index finger upward, maintaining this pose while slightly moving the hand vertically.","The user performs a gesture with the right hand, initially forming a fist, then extending the index finger upward, followed by the thumb outward to create an ""L"" shape, and finally retracting the thumb and index finger back into a fist.","The user performs a gesture where the right hand, with a closed fist, moves upward toward the face, briefly touches the chin, and then returns downward.","The user raises their right hand with a closed fist, extends the index finger to touch the side of their head near the temple, and then returns the hand to its resting position.","The user performs a sequence of gestures starting with clasped hands, transitioning to open hands with fingers spread and moving outward, followed by clenched fists raised and moved slightly, and finally returning to clasped hands.","The user performs a sequence of gestures starting with a closed fist resting against the chin, transitioning to both fists held together in front of the face, then moving outward with arms extended and fists clenched, followed by a downward motion with both hands.","The user raises their right hand, extends the index finger upward while the other fingers remain curled, holds the position briefly, and then lowers the hand back to the resting position.","The user performs a gesture involving both hands raised with palms facing outward, moving them side to side in a waving motion, followed by lowering them back to the resting position."
p_018,"The user performs a waving gesture with one hand, moving it side to side while the fingers are extended and the palm faces outward.","The user performs a sequence of gestures involving raising the right hand with fingers extended and palm facing forward, followed by lowering the hand and moving it in a circular motion near the chest.","The user raises their right hand, touches their lips with an open palm, holds the position briefly, and then lowers the hand back down.","The user performs a gesture where both hands, with index fingers extended and other fingers curled, move upward to touch the sides of the head near the temples and remain in that position briefly before returning to rest.","The user performs a gesture where both hands, with fingers extended and slightly apart, move upward toward the face, covering the eyes momentarily, and then return to their initial position.","The user performs a gesture sequence where both hands move upward to cover the face with open palms, then move outward and upward to a raised position with palms facing outward, and finally return downward to the initial position.","The user raises their right hand, extends the index finger upward while the other fingers are curled, holds the position briefly, and then lowers the hand back to the initial position.","The user performs a waving gesture with the right hand, fingers extended and slightly apart, moving side to side in a repeated motion."
p_019,"The user performs a sequence of gestures with their right hand, starting with a rapid upward and downward waving motion, transitioning to an extended index finger pointing upward, followed by a brief circular motion, and then returning to a resting position.","The user performs a sequence of gestures with the right hand, starting with a rapid upward motion and finger pointing, followed by an open palm facing outward, and concluding with a series of circular arm movements before returning to a resting position.","The user performs a sequence of gestures involving a rapid upward motion of the right hand towards the face, briefly touching the face, followed by forming an ""OK"" sign with the fingers, and then returning to a rapid downward motion.","The user performs a single hand gesture characterized by the right hand moving upward and outward with fingers slightly curled, followed by a rapid side-to-side waving motion, and then returning to a resting position.","The user performs a single hand gesture characterized by a rapid upward and downward motion of the right hand, briefly touching the forehead with the fingers before returning to the initial position.","The user performs a sequence of gestures involving clapping hands together multiple times, raising both hands with palms facing outward, and returning to a crossed-arm resting position.","The user performs a single hand gesture characterized by the right hand moving upward with fingers extended, followed by a brief pause near the head, and then returning downward in a fluid motion.","The user performs a sequence of gestures involving the right hand moving upward with a bent elbow, the palm facing downward, and then transitioning to a two-handed gesture where the right hand moves above the left hand with palms facing each other, followed by a circular motion of the right hand over the left."
p_020,"The user performs a gesture with one hand raised, palm facing outward, fingers extended, and moves the hand in a vertical oscillating motion.","The user performs a gesture by raising one hand with fingers extended and palm facing outward, followed by a downward motion and returning to a resting position.","The user performs a gesture with the right hand raised, fingers spread and extended, followed by a pointing motion with the index finger extended and the hand moving slightly forward.","The user performs a sequence of gestures involving clapping motions, crossing the hands at the wrists with palms facing inward, and then extending both hands outward with palms facing upward.","The user performs a sequence of gestures including clapping hands, crossing arms in an ""X"" shape near the face, forming a triangular shape with hands, and making downward patting motions with open palms.","The user performs a gesture where both hands form an ""L"" shape with index fingers extended and thumbs pointing upward, moving slightly apart and together, followed by a resting position.","The user raises their right hand with the index finger extended upward while the other fingers are curled, holds the pose briefly, and then lowers the hand back down.","The user performs a gesture by crossing both arms diagonally in front of the chest with open hands, followed by a movement where one hand sweeps horizontally across the other."
p_021,"The user performs a sequence of gestures involving rapid hand movements, initially raising the right hand with the index finger extended and pointing upward, followed by a tapping motion near the right ear with the index finger, and concluding with a series of upward and downward motions of the right hand with the index finger extended.","The user performs a sequence of gestures: first, a rapid upward motion of the right hand with fingers extended, transitioning into pointing with the index finger near the temple, followed by a ""L"" shape formed with the thumb and index finger raised, and finally a repetitive tapping motion with the right hand.","The user performs a sequence of gestures involving the right hand moving upward to touch the chin with fingers curled, followed by a downward motion and transitioning into a horizontal waving motion with the hand open and palm facing downward.","The user performs a sequence of gestures involving rapid hand movements, touching the chin with the fingers, and raising one finger vertically, followed by returning to resting positions.","The user performs a sequence of gestures involving a rapid upward motion of the right hand to touch the forehead, followed by a downward sweeping motion of the hand.","The user performs a sequence of gestures involving raising one hand to touch the side of the head with fingers curled, followed by extending the hand forward with fingers pointing, and concluding with a rapid waving motion of the hand.","The user performs a gesture by raising their right hand, extending the index finger upward while the other fingers remain curled, followed by a downward motion of the hand.","The user performs a gesture involving both hands clasped together, moving in a circular motion repeatedly in front of the chest."
p_022,"The user performs a gesture with the right hand, raising it to the side of the head with the index finger extended and pointing upward, followed by a downward motion and return to the resting position.","The user performs a sequence of gestures with the right hand, starting with a pinching motion using the thumb and index finger, transitioning to a pointing gesture with the index finger extended upward, and then returning the hand to a resting position.","The user transitions from clasping both hands together to raising the right hand with the index finger extended vertically, touching the lips.",The user does not perform any hand gestures.,"The user performs a sequence of gestures starting with the right hand touching the chin, followed by both hands moving outward and upward with palms facing each other, transitioning to the right hand raised above the head while the left hand remains extended forward, and concluding with both hands interlocked in front of the body.","The user performs a waving gesture with the right hand, characterized by an open palm facing outward and side-to-side movement.","The user performs a sequence of gestures starting with interlocked fingers, transitioning to a right-hand upward motion with fingers extended and slightly spread, followed by a gradual lowering of the hand, and returning to interlocked fingers.","The user performs a sequence of gestures starting with the right hand raised vertically with fingers spread and palm facing forward, followed by a waving motion, and transitions to a gesture where the right hand is tilted with fingers slightly curled and palm facing upward."
p_023,"The user performs a sequence of gestures starting with the right hand moving forward and upward into a raised open palm facing outward, followed by a gradual lowering of the hand while maintaining the open palm orientation, and ending with the hand returning to the table.","The user performs a single hand gesture with the right hand, moving in a repeated downward waving motion with the palm facing downward and fingers extended, while the left hand remains stationary on the table.","The user performs a gesture where the right hand, with fingers extended and palm facing left, moves upward to cover the mouth, pauses briefly, and then moves downward to its initial position.","The user performs a gesture by raising one hand with fingers extended and palm facing inward, moving it toward the face to briefly touch the chin, then extending the arm outward with the palm facing sideways, followed by a slight oscillating motion.","The user performs a gesture where both hands move upward with palms facing forward, fingers spread apart, and hands positioned near the face, followed by a return to the initial position.","The user performs a sequence of gestures: first, both hands are pressed together and moved upward to cover the face; then, the hands separate and move outward in a symmetrical upward motion; finally, the hands come together in a circular motion and rest on the table.","The user performs a gesture by raising their right hand vertically with fingers extended and palm facing forward, holding it steady before lowering it back down.","The user performs a sequence of gestures: first, the right hand is raised with a pinching motion near the face, then transitions to a salute-like pose touching the side of the head, and finally moves downward in a circular stirring motion before resting on the table."
p_024,"The user performs a gesture with the right hand, initially raising the index finger upward while the other fingers are curled, then transitioning to pointing the index finger diagonally to the left, followed by curling the index finger back into a fist.","The user performs a sequence of gestures starting with a closed hand with the index finger extended upward, transitioning to a hand with the index and middle fingers extended in a ""V"" shape, and returning to the initial pose with the index finger extended upward.","The user performs two sequential hand gestures: first, the right hand moves upward with fingers extended and palm facing outward, followed by a downward motion with the index finger pointing downward while the other fingers are curled.","The user performs a sequence of gestures: first, a fist with the right hand moving slightly forward and back; second, the right hand opens with fingers spread and held upright, transitioning to a ""thumb and index finger forming a circle"" gesture while the other fingers remain extended; and finally, the hand returns to a fist with slight movement.","The user performs a sequence of gestures: first raising an open hand with fingers spread and palm facing forward, then lowering the hand while curling the fingers into a loose fist, followed by a small circular motion with the index finger extended.","The user performs a waving gesture with the right hand, fingers spread and palm facing forward, followed by a pinching motion with the thumb and index finger of the same hand.",The user does not perform any hand gestures in the sequence of images.,"The user performs a waving gesture with the right hand, fingers extended and slightly spread, moving side to side, followed by a pinching gesture with the same hand, bringing the thumb and index finger together."
p_025,"The user performs a gesture with the right hand raised, fingers slightly spread and palm facing forward, followed by a downward movement with the palm facing upward.","The user performs a sequence of gestures involving the right hand: first, the index finger is extended upward while the other fingers are curled, followed by an open hand with fingers slightly spread, and finally transitioning to a raised hand with fingers slightly bent.","The user raises one hand, touches their lips with fingers extended, briefly covers their mouth, and then lowers the hand.","The user performs a gesture by raising one hand, touching the fingers to the lips, then moving the hand slightly away from the face, followed by a second gesture where the fingers touch the chin briefly before the hand lowers.","The user performs a single hand gesture where the right hand, with fingers extended and palm facing forward, moves upward to a vertical position in front of the face, holds briefly, and then lowers back down.","The user performs a waving gesture with an open hand, palm facing forward, followed by a transition to a pointing gesture with the index and middle fingers extended and the hand moving outward, and concludes with no gesture.","The user raises their right hand with the index finger extended upward, holding the pose briefly before lowering the hand back to a resting position.","The user performs a waving gesture with an open hand, palm facing forward, followed by a forward-reaching motion with the hand extending outward and then lowering."
p_026,"The user performs two gestures in sequence: first, a waving motion with the right hand raised and fingers extended, followed by pointing upward with the index finger of the right hand while the other fingers are curled.","The user performs a sequence of gestures: first, a waving motion with the right hand near the head, followed by a horizontal chopping motion with the right hand, then a pointing motion with the right hand near the head, and finally a downward pointing motion with the right hand.","The user performs a sequence of gestures involving a raised hand with fingers extended and palm facing downward, moving up and down, followed by a hand touching the side of the head near the ear.","The user performs a sequence of gestures involving one hand moving up and down in a wave-like motion, followed by the same hand resting on the side of the face with fingers touching the cheek and temple.","The user performs a sequence of gestures starting with the right hand touching the chin with fingers curled, followed by a downward sweeping motion, then raises the hand to touch the side of the head with the palm, and finally transitions to a fist near the chin before returning to a resting position.","The user performs a gesture by raising one hand to the face with fingers closed, then opens the fingers wide while maintaining the hand's position in front of the face, and finally lowers the hand.","The user performs a gesture with one hand raised, fingers curled into a loose fist, moving the hand up and down repeatedly near the head, followed by a transition to pointing with the index finger extended upward.","The user performs a gesture by raising their index finger vertically, holding it steady, and then transitions to a repetitive downward and upward motion with the same finger."
p_027,"The user performs a sequence of gestures involving the right hand moving upward with fingers slightly curved, transitioning to an open palm facing forward, then returning to a downward position with relaxed fingers.","The user performs a gesture with the right hand, starting with a forward motion, transitioning to a raised position with fingers slightly curved and palm facing outward, followed by a gradual lowering and return to a neutral position.","The user performs a gesture where the right hand moves upward with fingers slightly bent, touches the chin briefly, and then moves away from the face.","The user alternates between two gestures: one with an open hand, fingers spread and palm facing forward, and another with the fingers pinched together near the face.","The user performs a sequence of gestures starting with both hands forming a rectangular frame with thumbs and index fingers, followed by the left hand moving to cover the face with fingers spread, and ending with both hands returning to a neutral position.","The user forms a rectangular frame gesture using both hands, with thumbs and index fingers extended and touching, followed by a transition to clasping both hands together.","The user performs two sequential hand gestures: first, raising one hand with fingers extended and palm facing outward, followed by forming a circle with the thumb and index finger while the other fingers remain extended.","The user performs a ""thumbs-up"" gesture with the right hand, transitions to a ""call me"" gesture by extending the thumb and pinky while curling the other fingers, and then points downward with the index finger."
