id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_010,The person alternates between raising their index finger upward in a pointing gesture and making rapid circular motions with both hands.,"The person repeatedly raises their index finger upward while alternating between hands, making several up-and-down pointing motions in the air.","The person extends their index finger to touch their face, primarily in the nose area, and maintains this pointing gesture for several frames before lowering their hand.","The person raises their hand to their face, touching it with their fingers, then moves their hand upward in a sweeping motion across their face.","The person performs a swiping gesture with an open palm moving horizontally from right to left in front of their face, with fingers extended and hand rotating slightly during the motion.","The person raises both hands from their sides and performs rapid, alternating outward waving motions with open palms facing forward.","The person raises their right hand with index finger extended upward, holding this pointing gesture steadily for several seconds before lowering their hand.",The person raises their right hand with fingers extended and performs a continuous waving motion from side to side in front of their body.
p_011,The person raises both hands from their sides and performs alternating up and down waving motions with open palms facing forward.,"The person performs a continuous waving gesture with both hands, moving them up and down in an alternating pattern with fingers extended.","The person raises their right hand with fingers spread wide and palm facing forward, then transitions to holding up their index finger while keeping the hand elevated.","The person raises their right hand with index finger extended upward in a pointing gesture, then transitions to holding both hands up with palms facing forward in a stopping or presenting gesture, before lowering their hands back down.","The person raises both hands with palms facing forward, fingers spread, and repeatedly moves them up and down in a waving motion before bringing their hands together in front of their chest with fingertips touching.","The person brings their hands together in a prayer-like position with palms touching in front of their chest, then raises both hands with palms facing outward while fingers are spread, and finally lowers their hands while making small circular motions.",The person raises both hands with fingers extended and performs alternating up and down waving movements in front of their body.,"The person raises their right hand with fingers spread wide in a waving motion, then transitions to pointing upward with their index finger while lowering their hand."
p_012,"The person raises their right hand with fingers spread near their ear, holding this position while simultaneously making circular rubbing motions with their left hand against their chest.","The person performs a combination of gestures where one hand touches the side of their head while the other hand makes rapid circular motions in front of their body, with both hands alternating between raised positions and downward movements.",The person is touching their cheek with their index finger while simultaneously making small circular motions with their other hand in front of their body.,"The person alternates between touching their face with a closed fist, making rapid circular hand motions in front of their body, and extending their arms outward with open palms in sweeping gestures.",The person alternates between raising their index finger upward in a pointing gesture with one hand and making rapid circular hand movements with both hands in front of their body.,"The person transitions from resting hands to making fists near their chest, then raises both hands with fingers spread upward, followed by rapidly shaking both hands with fingers extended, and finally returns to the resting position.","The person raises their right hand to the side of their head with fingers extended, then makes a circular motion near their temple before bringing the hand back down.","The person repeatedly raises their right hand with fingers spread, making circular waving motions in the air while maintaining their left hand on the table."
p_013,The person alternates between raising their index finger in an upward pointing gesture and making circular waving motions with their hand in front of their body.,"The person is making rapid, repetitive waving or shaking motions with their hand in front of their body.",The person crosses their arms in front of their chest and then repeatedly raises one hand toward their face while making circular motions with both hands in alternating patterns.,The person performs a repetitive horizontal swiping motion with their right hand moving back and forth in front of their body.,The person raises both hands with palms facing forward at shoulder height and holds this position while occasionally making small waving or shaking movements with the hands.,"The person performs a circular rubbing motion with their right hand near their chest, followed by rapid side-to-side hand movements in front of their body.","The person raises their right hand with index finger extended upward, then transitions to making circular motions with their hand in front of their body.",The person performs a rapid hand-waving gesture with both hands moving in circular motions in front of their body.
p_014,"The person performs a combination of gestures where they raise both hands outward with palms facing forward, then move them in circular motions while occasionally bringing the right hand near the ear.","The person performs a rapid waving motion with both hands, moving them up and down in front of their body with fingers extended.","The person brings their hand to their chin, then raises their arm upward with fingers extended, followed by a circular motion of the hand before returning to the resting position.","The person raises both hands from a resting position, forms an ""OK"" gesture with one hand while simultaneously making circular motions with both hands in front of their body.","The person raises their right arm upward with an extended index finger pointing up, then transitions to making circular motions with both hands in front of their body.","The person performs a rapid waving motion with both arms, starting with crossed arms at chest level and then extending them outward and upward in alternating movements.","The person raises their right hand with fingers extended and palm facing forward, then waves the hand back and forth in a side-to-side motion.","The person performs a rhythmic dance-like movement with both hands, starting with raising them from the sides, then making circular motions in front of the body while alternating between upward and downward movements."
p_015,"The person performs a circular waving motion with their right hand, moving it in a clockwise direction with fingers extended and palm facing forward.","The person performs a rapid circular rubbing motion with both hands in front of their body, followed by raising and waving both hands with fingers extended in a side-to-side motion.","The person performs a sequence of hand gestures including waving both hands with fingers spread in front of them, followed by making fist motions with alternating hands in a downward punching movement.","The person performs a continuous circular hand motion with both hands moving in alternating outward rotations, with fingers slightly spread and palms facing forward during parts of the rotation.","The person performs a sequence of hand gestures including raising one hand with fingers extended upward, followed by circular waving motions with both hands in alternating patterns.","The person performs a rapid hand clapping gesture followed by bringing both palms together in a prayer-like position in front of their face, then separating and rejoining them several times.",The person alternates between raising their index finger upward in a pointing gesture and making rapid horizontal hand movements across their body.,"The person raises their hand with fingers extended and palm facing forward, then moves it in a waving motion from side to side."
p_016,"The person raises both hands with fingers spread, holding them up with palms facing forward, then alternates between lowering and raising them in a waving motion.","The person raises both hands with fingers spread, then performs a circular waving motion with the right hand while simultaneously moving the left hand in a similar pattern.",The person raises their hand with fingers extended and repeatedly touches or brushes their face and hair with their palm and fingers.,"The person raises their right hand to their face with fingers extended, then lowers it while simultaneously raising their left hand in a waving motion with fingers spread.","The person raises their right arm upward with bent elbow and positions their hand near their forehead in a saluting gesture, holding this pose for several seconds before lowering their arm.","The person performs a sequence of gestures including pointing upward with one hand, followed by raising both arms above the head with palms facing outward, then bringing one hand down to touch or gesture near the ear.","The person raises their right hand with fingers extended and palm facing forward, then repeatedly waves the hand from side to side at approximately shoulder height.","The person performs a series of alternating vertical hand movements, with both hands moving up and down in front of the body, occasionally bringing one hand near the head while the other continues the vertical motion."
p_017,The person repeatedly raises their closed fist upward in a pumping motion with fingers curled inward.,"The person raises their right hand with a closed fist, then extends the index finger upward while keeping other fingers curled, and maintains this single finger pointing gesture.","The person raises both hands to the face, placing the fingertips of both hands against the cheeks and chin area in a symmetrical position.","The person raises their right hand with index finger extended and touches their cheek, then moves the finger upward along the side of their face.","The person begins with hands clasped in front of their chest, then transitions to repeatedly extending both arms outward with thumbs up gestures before bringing their hands back to a central position with fists together.","The person begins with a closed fist near their face, then extends both arms outward with closed fists, followed by repeatedly moving both arms in a rapid circular motion while maintaining extended arms and closed fists.","The person first makes a fist with their right hand and taps their chest repeatedly, then transitions to raising their index finger upward in a pointing gesture while maintaining it in a vertical position.","The person repeatedly raises both hands with open palms from waist level to shoulder height, then brings them together in front of their face before separating them outward again in a continuous waving motion."
p_018,The person repeatedly raises their right hand with palm facing forward in a waving motion while occasionally lowering it to chest level and raising it again.,The person alternates between raising their right hand with fingers spread in a waving motion and bringing their left hand up to touch or adjust their hair/head area.,"The person raises their right hand to their face, placing fingers near their mouth or chin, then lowers the hand back down.",The person raises both hands from a resting position and performs a circular rotating motion with the hands and forearms moving in opposite directions.,"The person raises both hands to their face with palms facing inward, placing their hands over their eyes and then moving them outward in a circular motion before returning them to a resting position.","The person performs a sequence of gestures including bringing both hands to the face with fingers touching the cheeks, covering the eyes with both hands, then raising both arms with palms facing outward, and finally bringing closed fists to the chest in a circular motion.","The person raises their right arm upward with an extended index finger pointing up, holds this position for several seconds, then lowers the arm back down.","The person raises their right hand with fingers extended and palm facing forward, then repeatedly moves it side to side in a waving motion."
p_019,The person repeatedly uncrosses their arms to make circular waving motions with one hand at a time before returning to a crossed-arms position.,The person raises their right hand from a crossed-arms position and makes circular motions in front of their face and upper body before returning to the crossed-arms position.,"The person raises one hand from a crossed-arms position and makes circular motions around their face, then extends fingers outward in a spreading motion before returning to the crossed-arms position.",The person uncrosses their arms and performs a rapid circular motion with one hand while the other remains partially folded across the body.,"The person uncrosses their arms, raises one hand to touch the side of their head, and then returns to a crossed-arms position while making rapid hand movements during the transition.","The person transitions from crossed arms to clapping their hands together in front of their face, then raises both hands with palms facing forward before returning to the crossed arms position.","The person starts with arms crossed, then uncrosses them to perform rapid waving motions with both hands in circular and side-to-side movements before returning to the crossed arms position.","The person performs a circular motion with their right arm while maintaining their left arm crossed, then transitions to making horizontal sweeping gestures with both hands moving in opposite directions."
p_020,The person alternates between raising their right hand with palm facing forward and clapping both hands together in a repetitive motion sequence.,"The person raises both hands with fingers extended and repeatedly waves them back and forth in alternating motions, occasionally raising one hand higher than the other.","The person raises their right hand with fingers spread apart in a waving motion, then lowers it back down.",The person performs a clapping gesture followed by extending both hands outward with palms facing up in a presenting or offering motion.,"The person performs a sequence of hand gestures including clapping, crossing arms in an X-shape in front of their chest, raising both arms outward and upward, and making circular motions with their hands.","The person performs a combination of gestures where they first rub their hands together in a circular motion, then raise both hands to their face with fingers spread, followed by moving their hands outward in an animated manner while making rapid gestures near their head.","The person raises their right hand with index finger extended upward, holds this position briefly, then lowers the hand while making a clapping motion with both hands.","The person performs a clapping gesture followed by crossing their arms in an X-shape in front of their chest with extended fingers, maintaining this crossed position for several moments before uncrossing them."
p_021,"The person performs a continuous circular motion with both hands, moving them in alternating upward and outward rotations around each other.","The person performs a circular motion with their right hand, extending the index finger while keeping other fingers curled, and moving the hand in a clockwise direction repeatedly.","The person performs a repeated circular rubbing motion with their right hand in front of their chest, moving in a clockwise direction with fingers loosely extended.","The person performs a series of rapid hand waving movements in front of their body, with their hands moving in circular and side-to-side motions while occasionally extending the index finger.","The person performs a sweeping hand gesture where they raise their arm upward and move it in a circular motion near their head, followed by extending their hand forward with fingers spread.","The person performs a waving gesture with their right hand, moving it repeatedly from side to side in front of their face, followed by both hands waving simultaneously in a similar side-to-side motion.","The person raises their right hand with index finger extended upward, holds this pointing gesture for several seconds, then lowers the hand with a quick downward motion.","The person performs a rapid clapping motion followed by extending both arms outward horizontally with hands open, then bringing them back together in front of the chest in a repetitive, rhythmic pattern."
p_022,"The person raises their right hand with index finger extended upward in a pointing gesture, then brings the finger down to touch the side of their head near the temple area.","The person raises their right hand to the side of their face with fingers curved, making a circular rubbing motion near their temple or eye area, while their left hand remains relatively stationary.","The person transitions from clasping their hands together to raising their right hand to their face, placing fingers near their eye or temple area while maintaining their left hand in a lower position.","The user is sitting with hands clasped together in front of them, not performing any distinct hand gesture.","The person performs a continuous circular motion with both hands, where the right hand moves clockwise and the left hand moves counterclockwise in front of the body, followed by bringing the hands together with fingers interlaced in a resting position.",The person transitions from clasping their hands together to repeatedly raising their right hand with fingers extended and palm facing forward while making a continuous waving motion.,The person raises their right hand with fingers extended upward in a waving motion while keeping their left hand stationary in front of their body.,The person repeatedly raises their right hand with fingers extended and palm facing forward while maintaining their left hand in a stationary position.
p_023,The person raises their right hand with palm facing forward near their face and moves it in a repeated side-to-side waving motion.,The person performs a rapid circular motion with both hands moving in alternating upward and outward arcs around each other.,The person raises their hand to their face and makes a scratching or rubbing motion near their cheek or jaw area.,"The person raises their right hand to their face, then extends it outward with fingers spread, followed by bringing it back toward their body with a closing motion.","The person performs a clapping gesture followed by raising both hands with palms facing forward near the face, then lowering them back down.","The person begins with hands pressed together in front of their face, then raises both arms outward with palms facing up, and finally brings their hands back inward while making circular motions near their chest.","The person raises their right hand with fingers extended and palm facing forward, then waves the hand from side to side in a repeated motion.","The person raises their right hand to touch or adjust something on their head, then lowers their arm and makes a downward tapping or hitting motion with their hand on the table surface."
p_024,"The person performs a repetitive upward pumping motion with both hands, starting with hands at waist level and raising them with closed fists in a rhythmic, alternating pattern.","The person raises their right hand with index and middle fingers extended in a V-shape, then transitions to waving the hand back and forth in front of their body.",The person alternates between raising their hands with open palms in an upward waving motion and making rhythmic bouncing movements with their hands at waist level.,"The person makes a fist with one hand, then raises their hand with fingers extended and palm facing forward, followed by a rapid waving motion with the open palm.","The person raises their right hand with fingers extended and palm facing forward, holding it up for several seconds, then transitions to making small circular motions with both hands in front of their body.","The person raises their right hand with fingers extended in a waving gesture, holds it up for several seconds, then transitions to moving both hands in a rhythmic up-and-down motion in front of their body.","The person is making small, subtle hand movements in front of their body with both hands positioned at waist level, but no distinct or significant gesture is being performed throughout the image sequence.","The person repeatedly raises their right hand with fingers extended and palm facing forward in a waving motion, alternating with brief moments of lowering the hand."
p_025,"The person raises their right hand with fingers extended upward in a waving motion, then transitions to showing two fingers in a peace or victory sign while maintaining the raised hand position.","The person raises their right hand with index finger extended upward, then transitions to waving their hand with fingers spread in a side-to-side motion.","The person raises their right hand with index finger extended upward to touch their cheek or side of face, then lowers the hand back down.","The person raises their right hand to touch their face or cheek, then lowers it and performs a brief rubbing motion with both hands in front of their chest.","The person raises their hand with fingers extended, moves it across their face from right to left, then holds both hands vertically with palms facing forward before lowering them.","The person raises their hand with fingers extended and performs a continuous side-to-side waving motion, followed by extending both arms forward with palms facing outward in a sweeping gesture.","The person raises their right hand with index finger extended upward, then moves the hand in a circular waving motion before lowering it.","The person raises their right hand with fingers spread in a waving motion, then transitions to making alternating up and down movements with both hands in front of their body."
p_026,"The person performs a sequence of hand gestures involving rapid waving motions with both hands, transitioning to forming horizontal parallel lines with flat palms, and concluding with an upward pointing motion using the index finger.","The person performs a sequence of hand gestures starting with horizontal waving motions followed by extending their arm forward with an open palm, then transitioning to repeated downward pointing movements with their index finger.","The person performs a salute-like gesture by raising their right hand to their forehead with fingers extended, followed by moving both arms outward in horizontal chopping motions.","The person performs a rapid circular hand motion around their face, followed by repeatedly touching or scratching the side of their face with their index finger.","The person raises their right hand with fingers extended and moves it in a horizontal sweeping motion across their face, maintaining contact near the chin area throughout the gesture.","The person raises their right hand with fingers spread and palm facing forward, then transitions to raising both hands with palms facing forward in a symmetrical gesture.",The person repeatedly raises their hand with a closed fist and moves it in a circular motion while occasionally extending their index finger upward.,"The person repeatedly raises both hands with fingers extended and moves them in rapid, circular motions around each other while occasionally extending the index finger upward."
p_027,"The person performs a series of hand gestures including raising both hands with fingers spread, moving hands in circular motions, touching their face, and making alternating up and down hand movements in front of their body.",The person alternates between raising their right hand with fingers spread in a waving motion and making pointing gestures with their index finger extended upward.,"The person raises their closed fist to their face, then opens their fingers near their mouth in a spreading motion while maintaining contact with their face.","The person raises their right hand with palm facing forward in a waving motion, then brings the hand closer to their temple area in a saluting gesture.","The person forms a rectangular frame with both hands by positioning thumbs and index fingers to create right angles, then adjusts and repositions this frame gesture several times in front of their face.","The person forms a rectangular frame with both hands by extending index fingers and thumbs to create L-shapes, then positions these shapes opposite each other while moving the frame in different directions.","The person raises their right hand with fingers extended in a vertical position, holding it stationary for several frames, then transitions to raising both hands with palms facing forward in a similar vertical position.","The person makes thumbs-up gestures with both hands, then transitions to pointing with the index finger of one hand while making circular motions with the other hand."
p_028,The person raises both hands with extended index fingers and moves them in circular motions while simultaneously shaking their hands.,"The person raises both arms and performs rapid, alternating up-and-down movements with their hands while extending their index fingers upward.",The person raises their right hand with extended index finger and repeatedly taps or touches the side of their face near the cheek or temple area.,The person is waving their arm in a side-to-side motion while extending their index finger in a pointing gesture.,The person performs a rapid waving motion with both arms extended outward and moving side to side in front of their body.,"The person raises both arms outward and upward in a waving motion with open palms, moving them repeatedly from side to side.",The person raises both hands with index fingers extended upward and moves them in a rhythmic up-and-down motion.,The person raises both arms outward and then moves them in a circular motion in front of their body.
p_029,"The person performs a continuous hand gesture where they repeatedly raise their arm upward with fingers extended and then bring it down in a rhythmic, waving motion.","The person repeatedly raises their right hand with index finger extended upward while making small circular motions, maintaining this gesture throughout most of the sequence.","The person raises their hand with fingers spread and palm facing forward, then transitions to making circular motions with their hand in front of their body.","The person is waving their right hand from side to side with fingers spread apart, while occasionally changing the hand orientation and position in front of their body.","The person performs rapid circular hand movements with both hands rotating in opposite directions, followed by outward sweeping gestures with open palms.",The person performs rapid hand waving movements with both hands moving outward and inward in alternating sweeping motions across the body.,The person raises their right hand with index finger extended upward while simultaneously making rapid back-and-forth waving motions with their left hand.,The person performs a rapid hand clapping gesture with both hands moving repeatedly toward each other in a vertical plane while maintaining an upright position.
p_030,The person alternates between pointing with an extended index finger near their face and making rapid side-to-side hand-waving motions with an open palm.,"The person is making circular motions with both hands in front of their face, with the right hand initially touching the cheek before joining the left hand in the rotating movement.","The person raises their right hand with extended fingers, touches the side of their head near the ear, then lowers the hand while simultaneously raising and moving their left hand in a circular motion.","The person performs a salute-like gesture by bringing their hand to their forehead with fingers extended, followed by moving both hands in front of their face with fingers spread and palms facing outward.","The person performs a sequence of hand gestures including raising one hand with fingers extended in a stop-like position, then making a cutting or chopping motion with one hand against the other palm, followed by holding both hands parallel horizontally and moving them in circular motions.","The person performs a series of hand gestures including raising both hands with palms facing forward, making horizontal sweeping motions with open palms, and alternating between upward and outward hand movements.","The person raises their right hand with index finger extended upward, holding this pointing gesture for several seconds, then lowers the hand with a quick waving motion.","The person is repeatedly clapping their hands together in front of their body, with palms facing each other in a vertical orientation."
p_031,"The person raises their right hand with index finger extended upward, then moves it in a circular motion while maintaining the pointing gesture.",The person raises their right hand with fingers extended and performs a circular rotating motion of the wrist and hand in front of their body.,The user raises their right hand with fingers extended and palm facing forward in a stop or wave gesture.,"The person is standing still with their arms at their sides, showing no discernible hand gestures throughout the image sequence.",The person raises their right hand with fingers extended and performs a circular motion near their ear.,"The person raises their index finger upward, then transitions to making circular motions with their hand in front of their body.","The person raises their right hand with index finger extended upward while the other fingers are curled, maintaining this position throughout the sequence.","The person performs a gesture where both hands move in alternating circular motions in front of the body, with palms facing forward and fingers extended."
p_032,"The person raises both index fingers upward while moving their arms in an animated manner, then transitions to clapping their hands together several times.",The person performs a combination of gestures where they hold one hand to their ear in a phone-like position while simultaneously making rapid up-and-down pumping motions with the other hand in front of their body.,"The person raises both hands to their face, touching or covering their eyes with their palms, then lowers their hands while making a rubbing or circular motion near their chest area.","The person raises both hands with palms facing outward at head level, holds them there with fingers spread, then transitions to clapping their hands together repeatedly.","The person raises their right hand with fingers extended, waves it in a side-to-side motion, then brings it toward their face before lowering it back down.","The person performs a waving gesture with both hands, starting with arms crossed and then extending them outward with open palms while moving them in a side-to-side motion.","The person raises both hands with fingers spread, alternating between holding them up near the face and moving them in circular motions.","The person is waving both hands in alternating motions with fingers extended, moving them from side to side at approximately shoulder height."
p_033,"The person performs a repetitive clapping gesture with both hands moving from a resting position to meet in front of the chest, followed by raising the right hand with palm facing forward in an upward waving motion.",The person performs a combination of gestures including repeatedly raising their right hand to their forehead in a saluting motion while simultaneously making circular punching movements with their left hand.,"The person performs a rhythmic dance-like gesture where they first cross their arms in front of their chest, then raise one arm above their head while moving the other arm horizontally across their body, followed by alternating arm movements in a flowing, continuous pattern.","The person performs a sequence of gestures starting with crossing arms across the chest, then transitioning to raising one arm upward with an open palm while making circular motions with the other arm in front of the body.","The person transitions from holding a hand near their face to raising both hands with palms facing forward, then performs a series of rhythmic downward movements with closed fists in front of their body.","The person performs a sequence of hand gestures including clapping repeatedly, followed by alternating hand movements where the hands move in circular motions in front of the body, and concluding with fist-bumping motions where closed fists are brought together.","The person raises their right hand with index finger extended upward, holds it briefly, then brings both hands down in a rhythmic pounding or tapping motion on the surface in front of them.","The person performs a sequence of hand gestures including rubbing hands together, clapping, alternating between open-palm vertical movements and closed fist pounding motions, and covering parts of their face with their hands."
p_034,"The person repeatedly waves their hand from side to side with fingers extended, moving their arm horizontally across their body in a continuous sweeping motion.","The person raises their right hand with fingers extended and palm facing forward, then transitions to making small circular waving motions with the hand while maintaining the open palm position.","The person is making circular motions with both hands simultaneously, with the right hand moving clockwise and the left hand moving counterclockwise in front of their body.",The person raises their right hand with fingers spread and repeatedly waves it from side to side in a lateral motion.,"The person raises their right hand with fingers extended and palm facing forward, holding it stationary in a stop-like position after initially making rapid side-to-side waving motions.","The person performs a waving gesture, moving their right hand repeatedly from side to side with fingers extended and palm facing forward.","The person raises their right hand with index finger extended upward, holding this position steadily for several seconds before lowering it.","The person repeatedly raises their hand with fingers extended and palm facing forward, then lowers it in a continuous waving motion."
