id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_010,"One hand, index finger extended pointing upward, moving up and down repeatedly + Two hands, open palms facing forward, moving outward and inward repeatedly.","One hand, index finger extended pointing upward, moving up and down repeatedly + One hand, open palm facing down, moving downward repeatedly.","One hand, index finger extended pointing forward, touching face in the middle area, stationary + One hand, open palm facing outward, moving away from face, once.","One hand, palm and fingers curved, moving upward across the face, once.","One hand, open palm facing outward, moving in a side-to-side waving motion in front of the body, repeatedly.","One hand, index finger extended pointing forward, moving upwards once + Two hands, palms open facing forward, moving outwards and apart repeatedly.","One hand, index finger extended pointing upward, moving up and down repeatedly.","One hand, open palm with fingers extended facing forward, waving up and down in front of the body, repeatedly."
p_011,"Two hands, open palms facing forward, moving upward and outward in a waving motion, repeatedly.","One hand, open palm and fingers extended, waving side to side in front of the body, repeatedly.","One hand, palm and fingers open facing forward, raised upwards and held stationary + One hand, index finger extended pointing upward, moving in small circular motions repeatedly.","One hand, index finger extended pointing upward, moving up and down repeatedly + Two hands, palms open facing forward, raised in front of the body, stationary.","Two hands, open palms facing forward, moving upward and outward repeatedly + Two hands, palms facing each other, moving inward and touching in front of the chest stationary.","Two hands, palms pressed together in prayer position in front of chest, moving slightly upwards and downwards, repeatedly + Two hands, palms open facing forward with fingers spread, raised upwards to shoulder height and held, stationary.","One hand, open palm facing forward, moving upwards and outwards in a waving motion, repeatedly + One hand, fingers touching face near mouth/cheek area, moving in a circular rubbing motion, once.","One hand, open palm with fingers spread, waving side to side upwards, repeatedly + One hand, index finger extended upward, moving in small circular motions, repeatedly."
p_012,"One hand, palm open facing forward, raising upward near the side of the face, stationary + Two hands, palms open facing each other, moving together and apart in front of the chest, repeatedly.","Two hands, open palms facing forward, moving upward and outward in alternating motions repeatedly + Two hands, closed fists, moving in circular motions in front of the body repeatedly.","One hand, index finger extended and pointing, touching the cheek/face area, stationary + Two hands, palms open facing each other, moving in circular motions in front of the body, repeatedly.","One hand, index finger and thumb pinched together moving toward face and touching cheek/mouth area, repeatedly + One hand, open palm and fingers moving in circular and waving motions outward from body, repeatedly.","One hand, index finger extended pointing upward, moving up and down repeatedly + Two hands, all fingers spread open, moving rapidly in circular motions in front of body, repeatedly.","Two hands, closed fists, moving upward and outward with fingers spreading open, repeatedly + Two hands, open palms with fingers spread, moving downward and inward with fingers closing into fists, repeatedly.","One hand, closed hand with fingers curved, moving upward toward the side of the head and touching near the ear/temple area, repeatedly.","One hand, open palm with fingers spread, waving up and down in circular motions, repeatedly."
p_013,"One hand, index finger extended pointing upward, moving in small circular motions, repeatedly + One hand, open palm facing outward, waving side to side, repeatedly.","One hand, open palm with fingers extended, waving in front of body in a side-to-side motion, repeatedly.","One hand, index finger extended pointing upward, moving in circular motions near the face, repeatedly.","One hand, closed hand and forearm, moving horizontally back and forth in front of the body, repeatedly.","Two hands, palms open facing forward, raising upwards to shoulder height and holding stationary.","One hand, closed hand with fingers curved, moving in circular motions in front of the face, repeatedly.","One hand, index finger extended pointing upward, moving up and down repeatedly + One hand, open palm, moving in circular motion outwards repeatedly.","One hand, open palm facing forward, waving side to side in front of body, repeatedly."
p_014,"Two hands, open palms facing forward, moving outward and then inward in a circular motion, repeatedly.","Two hands, open palms facing forward, moving upward and outward in a waving motion, repeatedly.","One hand, fingers curved and touching mouth/chin area, moving upward along the face, once + One hand, fingers extended and curved upward, moving in circular motion in front of body, repeatedly.","Two hands, open palms and fingers, moving in circular motions outwards and then inwards, repeatedly.","One hand, index finger extended pointing upward, moving upward then downward, repeatedly + Two hands, open palms facing inward, moving in circular motions in front of the body, repeatedly.","One hand, open palm and fingers, moving in circular motions outwards and then transitioning to upward movement, repeatedly + One hand, open palm and fingers, raised upwards and held, stationary.","One hand, open palm facing forward, raised upwards to shoulder height and waving side to side, repeatedly.","Two hands, open palms and fingers extended, moving upwards and downwards in alternating motions, repeatedly."
p_015,"One hand, open palm facing up, moving in circular motions outwards, repeatedly.","One hand, palm open facing forward, waving side to side in front of body, repeatedly + One hand, palm open facing forward, raised upward to shoulder level, once.","One hand, open palm facing forward, waving side to side in front of body, repeatedly + One hand, closed fist with extended index finger, moving downward in a punching motion, repeatedly.","Two hands, open palms facing outward, moving outward and then inward in alternating sweeping motions, repeatedly.","One hand, open palm facing forward, waving side to side in upward position, repeatedly + Two hands, open palms facing inward, moving back and forth horizontally in front of body, repeatedly.","Two hands, palms open facing forward, moving rapidly together and apart in a clapping motion, repeatedly + Two hands, palms pressed together in front of the body in a prayer-like position, held stationary.","One hand, index finger extended pointing upward, raised upwards, stationary + One hand, closed hand with index finger extended, moving downwards repeatedly.","One hand, palm open with fingers extended facing forward, raised and held stationary + One hand, palm open with fingers extended facing forward, moving side to side repeatedly."
p_016,"Two hands, open palms with fingers extended facing outward, moving upwards and outwards repeatedly + Two hands, open palms with fingers extended facing forward, moving downwards repeatedly.","One hand, open palm facing outward, waving side to side at shoulder height, repeatedly.","One hand, open palm with fingers extended facing outward, moving in a waving motion from side to side, repeatedly.","One hand, palm and fingers extended, moving upwards toward face and touching mouth area, once + One hand, palm open, moving outward and away from body in a waving motion, once.","One hand, open palm with fingers extended, moving upwards to touch forehead area, stationary + Two hands, closed fists, moving downwards and outwards in alternating motions, repeatedly.","One hand, index finger extended pointing upward, moving upward and holding stationary + One hand, palm open facing outward, raised to head level and held stationary.","One hand, palm open facing outward, raising upwards repeatedly.","Two hands, open palms facing forward, moving up and down in alternating motions repeatedly."
p_017,"One hand, closed fist with thumb extended upward, moving upward and downward, repeatedly.","One hand, closed fist with thumb extended upward, shaking side to side repeatedly + One hand, index finger extended upward with other fingers curled, holding stationary.","One hand, closed fist with thumb extended upward, moving toward the face and touching the chin, once.","One hand, index finger extended and pointing, moving upward along the face/nose area, once.","Two hands, closed fists with thumbs extended upward, moving outward and then inward repeatedly.","One hand, closed fist with thumb extended upward, held stationary + Two hands, closed fists, moving outward and away from the body in a spreading motion, repeatedly.","One hand, index finger extended pointing upward, raised upwards and held stationary + One hand, closed fist, moving forward and downward repeatedly.","Two hands, open palms facing forward, raising upwards to shoulder height and then shaking back and forth horizontally, repeatedly."
p_018,"One hand, open palm with fingers extended facing outward, waving side to side at approximately shoulder height, repeatedly.","One hand, open palm with fingers extended facing outward, waving side to side at shoulder height, repeatedly + One hand, palm and fingers curved inward, moving downward and across the body, once.","One hand, fingers curved and palm facing inward, moving toward the face and touching the mouth/chin area, stationary.","Two hands, closed fists with fingers curled inward, moving upward and downward in alternating motions, repeatedly.","Two hands, palms and fingers curved, moving towards face and covering eyes/face area, once.","Two hands, palms touching face with fingers spread, moving from cheeks to cover eyes and back to cheeks, once + Two hands, open palms facing forward, raising upwards and moving slightly outwards, repeatedly.","One hand, index finger extended pointing upward, moving upwards and then holding stationary, once + One hand, closed fist, moving downwards, once.","One hand, palm open and facing forward, waving side to side at shoulder height, repeatedly."
p_019,"One hand, open palm and fingers extended, waving side to side in front of the body, repeatedly.","One hand, open hand with fingers extended, moving in circular motions upward and around face area, repeatedly.","One hand, open palm and fingers extended, moving in circular motions around the face area, repeatedly + One hand, open palm with fingers spread, moving in a waving motion from side to side near the face, repeatedly.","One hand, closed hand with fingers curved, moving in circular motions in front of the body, repeatedly.","Two hands, arms crossed with hands gripping opposite arms, maintaining stationary position + One hand, palm and fingers extended, moving toward the head/face area, once.","Two hands, palms facing inward and positioned in front of the chest, clapping together repeatedly + Two hands, palms open facing forward at head level, held stationary.","One hand, open palm facing outward, waving side to side in front of the body, repeatedly.","One hand, open palm facing down, moving horizontally in a sweeping motion from left to right, repeatedly."
p_020,"Two hands, open palms facing forward, moving upwards and downwards in alternating motions repeatedly.","Two hands, open palms facing forward, moving upwards and outwards in waving motions, repeatedly.","One hand, open palm with fingers extended, raised upwards to the side of the face and waving side to side, repeatedly.","Two hands, palms open and facing forward, moving outward and then inward in a clapping motion, repeatedly.","Two hands, palms and fingers extended, moving from a clapping position in front of the chest to crossing arms in an X-shape and then raising outward and upward, repeatedly.","Two hands, open palms and fingers extended facing forward, moving in circular motions outwards and then inwards repeatedly.","One hand, index finger extended pointing upward, raised and held stationary + Two hands, open palms facing inward, clapping together repeatedly.","Two hands, open palms facing forward, crossing in front of chest forming an X shape, moving back and forth between crossed and uncrossed positions, repeatedly."
p_021,"One hand, closed fist, moving in circular motions upwards and sideways, repeatedly.","One hand, index and middle fingers extended in pointing position facing upward, moving in circular motion repeatedly.","One hand, closed fist with index finger extended pointing forward, moving in circular motions in front of the chest, repeatedly.","One hand, open palm and fingers, moving in circular motions in front of the face, repeatedly.","One hand, open palm facing forward, waving side to side in front of the body, repeatedly + One hand, index finger extended pointing forward, moving up and down, repeatedly.","One hand, closed fist, moving in circular motion in front of face, repeatedly + One hand, open palm, waving from side to side, repeatedly.","One hand, index finger extended pointing upward, raised and held stationary + One hand, open palm facing forward, moving downward repeatedly.","Two hands, closed fists, moving outward and then inward in a clapping motion repeatedly."
p_022,"One hand, index finger extended pointing upward, moving in circular motion near the side of the head/temple area, repeatedly.","Two hands, one hand with fingers curved touching face near eye area while other hand holds object, moving in circular motion near face, repeatedly + Two hands, palms and fingers manipulating blue object between hands, moving in rubbing or twisting motion, repeatedly.","Two hands, hands clasped together in front, transitioning to one hand, index finger extended upward pointing toward face, moving upward repeatedly.","One hand, palm and fingers curved inward, holding position in front of chest, stationary.","One hand, palm and fingers open, holding a device to face, stationary + Two hands, all fingers extended, moving in circular motions outwards and inwards repeatedly.","Two hands, one hand palm open facing forward while other hand remains stationary holding an object, waving side to side repeatedly.","Two hands, fingers clasped together in front of body, stationary + One hand, palm open and raised upward, waving side to side repeatedly.","Two hands, palms open and facing forward, moving in a waving motion upwards and outwards, repeatedly."
p_023,"One hand, palm open and facing forward, raising upward near the side of the face, repeatedly.","One hand, closed hand with fingers curled, moving in circular motions upwards and outwards, repeatedly.","One hand, closed fist, moving upwards toward the face, once.","One hand, palm and fingers curved, moving upwards toward face and touching chin, once + One hand, open palm facing outward, moving outward and upward in a waving motion, repeatedly.","Two hands, palms open facing forward, clapping together in front of the body, repeatedly + One hand, palm open facing forward, raised and held stationary near face.","Two hands, palms pressed together in front of face, stationary + Two hands, open palms facing outward, raised upwards and held outwards at shoulder height, stationary.","One hand, palm open facing forward, raised upwards and held stationary.","One hand, closed fist, moving upwards toward the forehead/head, repeatedly + One hand, palm, moving downwards and hitting the table surface, once."
p_024,"One hand, closed fist with thumb extended upward, moving upward repeatedly.","One hand, index and middle fingers extended in V-shape pointing upward, moving slightly up and down, repeatedly.","One hand, open palm facing outward, waving side to side at shoulder height, repeatedly + One hand, open palm facing upward, moving in circular motion at waist level, repeatedly.","Two hands, closed fists with thumbs extended upward facing forward, moving upward and slightly outward, repeatedly + One hand, palm open facing forward, raised upward at shoulder level, stationary.","One hand, palm open facing forward, raised upwards stationary + One hand, fingers curved, moving downwards repeatedly.","One hand, palm open and fingers extended facing forward, raised upward to shoulder height and held stationary + Two hands, palms open and fingers extended facing forward, moving downward in a rhythmic motion repeatedly.","One hand, fingers and palm positioned downward, moving slightly in a small area, stationary.","One hand, palm open facing forward, raised upwards at shoulder level and waving side to side, repeatedly + One hand, fingers extended and slightly curved, moving downwards in a rhythmic motion, repeatedly."
p_025,"One hand, open palm with fingers extended facing forward, raising upwards to shoulder height, repeatedly.","One hand, index finger extended pointing upward, moving in small circular motions, repeatedly + One hand, open palm facing forward, moving side to side in a waving motion, repeatedly.","One hand, index finger extended pointing upward, moving towards face and touching mouth/chin area, once.","One hand, index finger extended and pointing, moving upwards toward face and touching cheek, once + Two hands, open palms facing inward, moving downward in front of chest, once.","One hand, palm open and facing forward, moving in a sweeping motion from right to left across the face, once + One hand, palm open and facing forward, raised upward in front of the body, stationary.","One hand, palm open facing forward, raised upwards at shoulder level, stationary + Two hands, palms open facing forward, moving side to side in a waving motion, repeatedly.","One hand, open palm with fingers extended, raised upwards to the side of the head, waving back and forth repeatedly.","One hand, palm open facing forward, raising upwards in front of the body, repeatedly + One hand, closed hand with extended index finger, moving downwards and then upwards, repeatedly."
p_026,"Two hands, palms open and facing forward, moving horizontally outward and then one hand, index finger extended pointing upward, moving upward repeatedly.","One hand, open palm facing outward, moving horizontally from right to left, once + One hand, closed fist, moving downward in a pumping motion, repeatedly.","One hand, open palm facing outward, waving side to side horizontally, repeatedly + One hand, index finger extended pointing upward, touching the side of face near the eye, stationary.","Two hands, open palms and fingers extended facing forward, moving in circular motions outward and then inward repeatedly.","One hand, closed hand with fingers curved inward, moving horizontally back and forth in front of face, repeatedly.","One hand, palm open and fingers extended facing forward, moving from lower position to raised position in front of face, stationary + One hand, palm open and fingers extended facing forward, waving side to side in front of face, repeatedly.","One hand, closed fist, moving upwards and downwards repeatedly.","Two hands, open palms and fingers extended facing outward, moving in circular motions outwards and then inwards repeatedly."
p_027,"One hand, open palm facing forward, moving upwards and outwards repeatedly + One hand, fingers curved and partially closed, moving downwards and inwards repeatedly.","One hand, open palm facing outward, moving upwards and sideways in a waving motion, repeatedly + One hand, index finger extended pointing upward, moving in small circular motions, repeatedly.","One hand, closed fist, moving upward and downward repeatedly + One hand, fingers touching chin, holding stationary.","One hand, palm open facing forward, waving side to side repeatedly.","Two hands, fingers extended and positioned in front of the body forming various shapes, moving in coordinated patterns outwards and inwards, repeatedly.","Two hands, fingers extended and positioned to form a rectangular frame in front of the face, moving slightly to adjust the framing position, stationary + Two hands, index fingers and thumbs extended to form an L-shape on each hand, positioned at different angles while moving hands in various directions, repeatedly.","One hand, palm open facing forward, raised upwards stationary + One hand, palm and fingers curved facing inward, moving downwards repeatedly.","One hand, closed fist with thumb extended upward, moving upwards and downwards repeatedly + One hand, index finger extended pointing forward, moving downwards and then across horizontally repeatedly."
p_028,"One hand, index finger extended pointing upward, moving in circular motions repeatedly.","Two hands, open palms and extended fingers facing outward, waving side to side outwards, repeatedly.","One hand, index finger extended pointing forward, moving toward face and touching face, repeatedly.","One hand, open palm and fingers, waving side to side in front of body, repeatedly.","Two hands, open palms facing outward, waving side to side in front of the body, repeatedly.","Two hands, open palms facing forward, moving upwards and outwards in a waving motion, repeatedly.","One hand, index finger extended pointing upward, moving up and down repeatedly.","Two hands, open palms facing outward, moving in circular motions outwards and then inwards, repeatedly."
p_029,"One hand, open palm facing forward, moving upwards and downwards repeatedly + Two hands, open palms facing each other, moving apart and together repeatedly.","Two hands, open palms and fingers extended facing forward, moving up and down repeatedly.","One hand, palm open facing forward, moving side to side in waving motion repeatedly + One hand, fingers extended and spread facing forward, held stationary.","One hand, palm open with fingers extended facing forward, waving side to side in front of the body, repeatedly.","Two hands, open palms facing forward, moving in circular motions outwards and then inwards, repeatedly.","Two hands, open palms facing forward, moving rapidly in circular motions outwards and then inwards, repeatedly.","Two hands, open palms facing each other, moving up and down in alternating motions repeatedly.","Two hands, open palms facing forward, moving upwards and outwards in a waving motion, repeatedly."
p_030,"One hand, index finger extended pointing upward, moving upward and downward repeatedly + Two hands, open palms facing forward, moving outward and inward in front of the body repeatedly.","One hand, curved fingers, moving in circular motion downwards, repeatedly.","One hand, palm and fingers extended facing forward, waving side to side in front of the body, repeatedly.","One hand, palm and fingers extended flat, moving horizontally across forehead in a saluting motion, repeatedly + Two hands, open palms facing forward, moving outward and away from each other in a spreading motion, repeatedly.","One hand, palm open facing forward, raised upwards in front of face, once + Two hands, palms open facing each other horizontally, moving apart and together horizontally, repeatedly.","Two hands, palms open and facing forward, moving upward and outward in a waving motion, repeatedly.","One hand, index finger extended pointing upward, raised and held stationary + Two hands, open palms facing forward, moving outward and downward in a sweeping motion, once.","Two hands, palms open facing forward, moving upwards and downwards in front of the body, repeatedly."
p_031,"One hand, index and middle fingers extended in V-shape with palm facing outward, moving in small circular motions rightwards, repeatedly.","One hand, fingers curved in a grasping position, rotating and turning in circular motions outward and inward, repeatedly.",No hand gestures are performed in this image.,"One hand, palm and fingers in closed position, stationary.","One hand, palm and fingers curved in a grasping position, moving upwards toward the face, once.","One hand, index finger extended pointing upward, moving in circular motions forward, repeatedly + Two hands, open palms facing forward, moving outward and forward, once.","One hand, index finger extended pointing upward with other fingers curled, moving slightly up and down, stationary.","Two hands, palms open facing forward, moving outward and then inward in a waving motion, repeatedly."
p_032,"Two hands, index fingers extended and pointing upward, moving upward and downward repeatedly + Two hands, open palms facing inward, moving together and apart repeatedly.","Two hands, closed fists, moving up and down in alternating motions repeatedly.","One hand, palm and fingers curved, touching face near eye area, stationary + Two hands, open palms facing forward, moving downward in front of body, once.","Two hands, palms open and facing forward, raised to shoulder height and waving side to side repeatedly + Two hands, closed fists, moving in circular motions in front of the body repeatedly.","One hand, open palm facing forward, waving from side to side at shoulder height, repeatedly.","Two hands, open palms facing outward, moving in circular motions upwards and outwards, repeatedly.","One hand, palm open and fingers extended facing forward, moving upwards and downwards in a waving motion, repeatedly.","One hand, palm open with fingers extended facing outward, waving side to side at approximately shoulder height, repeatedly."
p_033,"Two hands, closed fists, moving up and down repeatedly + One hand, open palm facing forward, moving up and down repeatedly.","One hand, closed fist, moving in circular motion in front of body, repeatedly + One hand, open palm, moving upward near the side of head, repeatedly.","Two hands, open palms and extended fingers, moving in alternating circular motions in front of the body, repeatedly.","One hand, closed fist, pressing against chest, stationary + One hand, open palm, raising upward with arm extended, repeatedly.","One hand, palm and fingers touching face near mouth, holding stationary + Two hands, closed fists, moving in circular motions in front of body, repeatedly.","Two hands, palms facing each other in front position, moving together and apart in a clapping motion, repeatedly.","One hand, closed fist, moving upwards and downwards repeatedly + One hand, index finger extended pointing upwards, held stationary.","Two hands, closed fists, moving up and down in alternating motions repeatedly + Two hands, open palms facing forward, moving outward and upward repeatedly."
p_034,"One hand, open palm facing outward, waving side to side repeatedly.","One hand, closed fist with index finger extended pointing upward, moving in small circular motions, repeatedly.","One hand, closed fist, waving side to side in front of body, repeatedly.","One hand, open palm with fingers extended facing outward, waving side to side repeatedly.","One hand, palm open with fingers extended facing forward, moving side to side in front of the body, repeatedly.","One hand, closed fist with fingers curled inward, moving up and down repeatedly + One hand, open palm facing forward, waving side to side repeatedly.","One hand, index finger extended pointing upward, moving slightly up and down, stationary + One hand, open palm facing forward, moving rapidly side to side, repeatedly.","One hand, open palm facing forward, waving side to side repeatedly."
p_035,"One hand, flat palm facing down, moving horizontally from center to right repeatedly.","One hand, open palm facing outward, raised upwards to shoulder height and held stationary + One hand, open palm facing downward, moving horizontally across the chest repeatedly.","One hand, open palm facing outward, waving side to side upwards, repeatedly + One hand, closed fist, moving up and down near chest, repeatedly.","One hand, open palm facing outward, moving upward and then downward in a waving motion, repeatedly.","One hand, closed fist, moving in a circular motion across the chest, repeatedly + One hand, open palm, covering the face by moving horizontally across it, stationary.","One hand, closed fist, moving diagonally across chest from right shoulder to left hip, once + One hand, open palm, touching forehead and moving downward across face, once.","One hand, closed fist, moving in circular motion in front of chest, repeatedly + One hand, palm open facing forward, raised to shoulder height and held, stationary.","Two hands, closed fists, moving upward and downward in front of the chest repeatedly + Two hands, palms open facing upward, extending outward at waist level stationary."
p_036,"One hand, closed hand with fingers curled, moving in circular motions upwards and sideways, repeatedly.","One hand, closed hand with fingers curled, moving in circular motions to the side of the body, repeatedly.","Two hands, palms open facing forward, clapping together repeatedly.","Two hands, open palms facing forward, moving up and down in alternating clapping motions, repeatedly.","Two hands, open palms facing forward, moving upward and outward to sides at shoulder height, then waving back and forth repeatedly.","Two hands, palms open facing forward, raised outwards at shoulder height and shaking side to side repeatedly + Two hands, palms open facing each other, brought together in front of the face in a clapping motion repeatedly.","One hand, palm open facing forward, raised upwards to shoulder level and held stationary, then moving side to side in a waving motion repeatedly.","One hand, open palm facing forward, waving side to side in front of the body, repeatedly."
p_037,"One hand, open palm facing forward, moving upwards and downwards repeatedly.","One hand, palm open facing forward, moving upwards and downwards repeatedly.","One hand, palm and fingers extended flat, moving upwards toward face and touching/covering mouth and part of cheek, stationary.","One hand, palm open and fingers spread, raised forward with fingers pointing upward, stationary.","Two hands, open palms facing forward, moving in crossing motions in front of the body repeatedly.","Two hands, closed fists with thumbs extended upward, moving up and down in front of the body, repeatedly.","One hand, index finger extended pointing upward, moving slightly up and down repeatedly.","One hand, open palm facing outward, moving upward and sideways in a waving motion, repeatedly + Two hands, closed fists, moving rapidly up and down in alternating patterns, repeatedly."
