id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_010,"One hand, fist closed with palm inwards, moving upwards toward head level, once + One hand, index finger extended up with palm inwards, pointing upwards beside the head, stationary","One hand, index finger extended pointing up, raising upwards to near the head then lowering downwards, repeatedly.","One hand, index finger extended up with palm inwards, moving upwards/inwards to touch the mouth, once + One hand, index finger extended up with palm inwards, holding/touching the mouth, stationary","One hand, all fingers open with palm facing in, raised upwards to the mouth area touching it and then moving downwards away, once.","Two hands, open palms with one facing down and the other facing left, pressing together, stationary","Two hands, all fingers interlaced closed facing forward, holding together, stationary + Two hands, palms open facing forward, raising and spreading outwards to the sides, once.","One hand, index finger extended up, back hand facing front, raised upwards, stationary + One hand, index finger extended, back hand facing front, moving downwards away, once","One hand, all fingers closed facing front, raised upwards once + One hand, palm open facing front, waving leftwards-rightwards repeatedly"
p_011,"One hand, palm open facing up, raised upwards, stationary + One hand, all fingers touching chest facing in, pulling forwards/outwards, once","One hand, all fingers open, palm facing down, raising upwards, once + One hand, index and thumb fingers pinch facing inwards, positioned near the side of head, stationary","One hand, palm open with all fingers spread facing forward, raising upwards, once + One hand, index and thumb fingers pinch facing inward, closing inwards, stationary","One hand, index finger extended facing up, pointing upwards beside face, stationary + One hand, all fingers open with palm facing forward, held raised beside face, stationary","Two hands, palms open facing forward, raised upwards, once + Two hands, palms open facing each other, moving inwards together to meet, once","Two hands, palms together facing inwards, pressing together upwards, once + Two hands, palms open facing forward, raised and held apart outwards, stationary","One hand, all fingers open palm facing inward, raising upwards to the side of the head, once + One hand, index finger extended facing up, pointing upwards beside the head, stationary.","One hand, palm with all fingers spread open facing forward, raising upwards to head level, once + One hand, index finger extended facing up, pointing upwards near the mouth, stationary"
p_012,"One hand, palm open facing inward, moving upwards towards the right ear, once + One hand, all fingers curved with palm facing forward, holding next to the right ear, stationary","One hand, index and thumb fingers pinch facing inwards, raised and holding beside the right ear, stationary + One hand, open palm facing down, moving downwards in front of the body, repeatedly","One hand, index finger extended up, raising upwards to mouth, once + One hand, index finger extended up, holding touching the mouth, stationary.",,"One hand, index finger extended facing forward, raised upwards, stationary + One hand, index finger extended facing forward, pointing downwards/forwards, stationary.",,"One hand, index finger extended pointing up with palm facing forward, raising upwards, once + One hand, index finger extended pointing up with palm facing forward, shaking leftwards-rightwards, repeatedly","One hand, open palm with all fingers spread facing forward, raised to head level and waving left-right, repeatedly."
p_013,"One hand, index finger extended up facing forward, pointing upwards, stationary + One hand, all fingers open curved facing forward, waving leftwards-rightwards, repeatedly","One hand, open palm facing forward, shaking upwards and downwards, repeatedly.","One hand, index finger extended pointing up with palm in, raising upwards/inwards to touch and rest against the lips, once.",,"One hand, palm with all fingers open facing front, raising upwards, once + Two hands, palms with all fingers open facing front, held raised, stationary","One hand, thumb finger extended up on a closed fist facing forward, raised upwards, once + One hand, thumb finger extended up on a closed fist facing forward, held in front, stationary","One hand, hand closed facing inward, moving upwards, once + One hand, index finger extended up facing upward, pointing upwards, stationary.","One hand, palm open forward, waving leftwards-rightwards, repeatedly."
p_014,"One hand, palm open curved facing out, moving upwards toward the ear, once + One hand, palm open curved facing out, holding at the ear, stationary","One hand, all fingers open with palm facing forward, waving leftwards-rightwards, repeatedly + One hand, all fingers open with palm facing down, moving downwards, once","One hand, all fingers open with palm down, raising upwards towards mouth, once + One hand, index and thumb fingers pinched into a ring with palm front, holding near mouth, stationary",,"One hand, all fingers extended with palm facing left, waving leftwards-rightwards, repeatedly + One hand, palm open facing down, swiping rightwards, once","One hand, open palm facing leftwards, moving upwards and rightwards, once + One hand, open hand facing leftwards, raised upwards, stationary","One hand, palm open facing forward, raising upwards to head level then lowering, once.","One hand, thumb and little finger extended with palm inward, raised upwards, stationary + One hand, index finger extended with palm inward, pointing downwards, repeatedly"
p_015,"One hand, palm open facing up, moving upwards then downwards, once.","One hand, palm open facing forward, raising upwards from the table and then moving downwards, once","One hand, all fingers open spread facing forward, raising upwards, once + One hand, index and thumb fingers pinch facing down, moving downwards, once","One hand, back hand closed fist facing forward, raised upwards, once + One hand, palm open facing up, holding forward, stationary","One hand, palm open facing leftwards, raising upwards to head level, once + One hand, palm open facing inwards, moving downwards to chest and placing on chest, once","Two hands, palms open facing inwards, clapping together, repeatedly + Two hands, palms closed together facing forward, holding pressed together, stationary","One hand, index finger extended upward with palm facing inward, raising upwards toward face level, once + One hand, index finger extended upward with palm facing inward, held raised near face, stationary","One hand, open palm with all fingers extended facing forward, raising upwards from the table to face level, once + One hand, open palm with all fingers extended facing forward, held in front of the face at head level, stationary"
p_016,"One hand, palm open facing outward, raising upwards beside head, once + One hand, all fingers closed facing down, moving downwards to lap, once","One hand, palm with all fingers open facing forward, raised near head waving leftwards-rightwards, repeatedly.","One hand, all fingers open and palm facing in, raised upwards toward the face, once + One hand, palm and all fingers open facing in, holding over and touching the mouth, stationary","One hand, all fingers with palm facing inwards, moving upwards to the mouth and covering it, once + One hand, open palm facing up, raised to the side and held, stationary","One hand, palm open facing down, raised and holding above the head, stationary + One hand, palm open facing down, moving downwards to chest level, once","One hand, palm open facing down, moving upwards to above head and touching head, once","One hand, palm open facing forward, raised upwards to head level beside the head, once.","One hand, palm open facing down, moving upwards to touch the forehead, once + One hand, palm open facing down, holding in front of the chest, stationary."
p_017,"One hand, index finger extended facing up, raising upwards, once + One hand, index finger extended facing up, raised upwards, stationary","One hand, index and thumb fingers extended in L-shape facing up and left, raised upwards and held, stationary.","One hand, index finger extended upward with palm inward, moving upwards to touch the cheek and then downwards away, once.","One hand, index finger extended vertical with palm inwards, moving upwards to touch the side of the nose, once.","Two hands, palms open facing down, moving apart outwards, once + Two hands, all fingers closed as fists facing forward, moving together inwards to touch, once.","Two hands, closed fists facing forward, raised forwards together, once + Two hands, closed fists facing forward, spreading apart leftwards and rightwards, once","One hand, index finger extend up, raising upwards, once + One hand, index finger extend up, holding up, stationary","Two hands, palms open facing forward, raising upwards, once + Two hands, palms open facing forward, waving leftwards and rightwards, repeatedly"
p_018,"One hand, palm open facing forward, waving leftwards-rightwards, repeatedly.","One hand, palm open facing forward, waving leftwards-rightwards, repeatedly","One hand, palm and all fingers open facing in, moving upwards/inwards to touch/cover the mouth, once.","Two hands, index fingers extended facing inwards, moving upwards to touch the sides of the head near the ears, once","Two hands, palms open facing inwards, moving upwards to touch eyes then downwards away, once","Two hands, palms open facing in, raising upwards to cover eyes, once + Two hands, palms open facing outwards/upwards beside head, holding raised apart, stationary","One hand, all fingers open with palm facing down, moving upwards, once + One hand, index finger extended up with palm facing forward, pointing upwards, stationary.","One hand, palm open facing forward, raised and waving leftwards-rightwards, repeatedly."
p_019,"One hand, index finger extended up facing forward, raised upwards once + One hand, index finger extended up facing forward, shaking leftwards-rightwards repeatedly","One hand, index and thumb fingers pinched with palm facing forward, raised upwards and forwards then lowered, once.","One hand, all fingers closed fist palm inwards, raising upwards towards face, once + One hand, index and thumb fingers pinch palm forward, held near face, stationary","One hand, palm open facing in, raised to face level and swiping leftwards and rightwards near face, repeatedly.","One hand, palm and all fingers open facing inwards, moving upwards to touch the right side of the head then downwards, once.","Two hands, palms open facing each other, clapping while moving upwards, repeatedly + Two hands, palms open facing forward, raised and held apart, stationary","One hand, open hand facing outward, raising upwards, once","Two hands, right palm open facing down and left palm open facing up, right hand moving downwards into a stacked position on the left palm, once + Two hands, right hand closed fist above left open palm facing up, rotating in small circles above the left palm, repeatedly"
p_020,"One hand, palm open facing left beside head, moving upwards then downwards, repeatedly.","One hand, palm with all fingers extended facing forward, moving upwards to head level then downwards, repeatedly.","One hand, palm open facing front, raised upwards, once + One hand, index and thumb fingers pinch facing inwards, moving downwards, once","Two hands, palms open facing in touching each other, moving together and apart, repeatedly + Two hands, palms open facing up, positioned apart, stationary","Two hands, all fingers open palms facing forward, holding forearms crossed in front, stationary + Two hands, palms open facing down, pressing downwards, repeatedly","Two hands, index and thumb fingers extended in L-shapes facing inwards/forward, holding apart at chest level, stationary.","One hand, index finger extended facing up, raising and pointing upwards, once.","Two hands, palms open facing forward, holding crossed together, stationary + Two hands, palms open facing down, uncrossing and moving downwards apart, once"
p_021,"One hand, index finger extended facing inwards, touching the ear, stationary + One hand, index finger extended facing up, raising upwards then lowering downwards, once","One hand, index finger extended up with back hand forward, touching the right temple, stationary + One hand, index and thumb fingers extended with back hand forward, moving downwards while closing into a fist, once","One hand, hand closed (fist) facing in, raised upwards to touch the mouth/chin, once + One hand, palm open facing down, moving forwards and downwards away from the face, once","One hand, hand closed facing in, moving upwards to touch chin, once + One hand, index finger extended facing up, raised and pointing upwards, once","One hand, palm open facing down, touching the forehead, stationary + One hand, palm open facing up, moving leftwards and rightwards, repeatedly","One hand, hand close facing in, raising inwards to touch face, stationary + One hand, index finger extend facing forward, pointing forwards once","One hand, index finger extended up, moving upwards, once + One hand, index finger extended up, holding at head level, stationary.","Two hands, closed fists touching together facing forward, raised to chest level and shaken slightly up-down, repeatedly"
p_022,"One hand, index finger extended facing inwards, raised to touch the right temple, once + One hand, thumb finger extended facing up, moving downwards, once.","One hand, index and thumb fingers pinch shape facing forward, closing together inwards, once + One hand, index finger point pose facing forward, raised upwards and held, stationary.","One hand, index finger extended up with palm inward, raised upwards to touch the mouth, once.",No gesture performed.,"One hand, palm and fingers touch facing in, touching the chin, stationary + Two hands, palms open facing each other forward, raised and moving upwards and forwards toward the face to form a near‑face frame, once.","One hand, palm open facing forward, raised upwards, once + One hand, palm open facing forward, waving leftwards-rightwards, repeatedly","One hand, index finger extended pointing up with palm forward, raising upwards, once + One hand, palm open with all fingers spread facing forward, held raised in front, stationary","One hand, palm open forward, waving leftwards-rightwards, repeatedly + One hand, palm open up, raised upwards, stationary."
p_023,"One hand, palm open facing forward, raising upwards, once + One hand, palm open facing forward, waving leftwards-rightwards, repeatedly","One hand, palm with all fingers open facing down, moving up and down, repeatedly.","One hand, palm open facing forward then inwards, raised upwards to touch mouth/cheek and then moved downwards, once.","One hand, all fingers open facing in, raised upwards to touch mouth, once + One hand, palm open facing out, swiping rightwards outwards from face, once.","Two hands, palms open facing inward, raising upwards together, once + Two hands, palms open facing forward, holding beside face, stationary",,"One hand, palm open facing forward, held raised upwards, stationary","One hand, all fingers open palm facing inwards, touching/holding the right temple, stationary + One hand, hand open palm facing down, moving downwards to the table, once"
p_024,"One hand, index finger extended facing up, raising upwards then pointing leftwards, repeatedly + One hand, index and thumb fingers pinch facing in, holding in place, stationary","One hand, index and thumb fingers pinch facing forward, moving outwards from the chest, once + One hand, index and middle fingers extended in a V facing forward, raised with slight left-right rotations, repeatedly.","One hand, palm open facing forward, raising upwards to the side, once + One hand, index and thumb fingers pinch facing down, moving downwards, once",,"One hand, all fingers open with palm facing forward, held raised, stationary + One hand, index and thumb fingers pinched facing forward, moving downwards, once","One hand, all fingers open with palm facing forward, raising upwards, once + One hand, index and thumb fingers pinch facing down, stationary",No hand gesture performed.,"One hand, palm open facing front, waving leftwards-rightwards, repeatedly + One hand, all fingers closed facing down, moving downwards, once."
p_025,"One hand, palm with all fingers open facing forward, raised upwards, once + One hand, palm open facing up, holding position, stationary",,"One hand, palm open facing in, raising upwards to cover the mouth then moving downwards away, once",,"One hand, palm open facing forward, raising and moving forwards, once + One hand, palm open facing forward, holding raised forwards, stationary","One hand, palm open facing forward, raised moving forwards, once + One hand, index and middle fingers extended upward facing right, moving rightwards, once","One hand, index finger extended up palm inward, raised upwards beside head, stationary.","One hand, open palm facing forward, raised and moving forwards, once + One hand, open palm facing down, moving downwards, once"
p_026,"One hand, palm open facing down, moving downwards to a horizontal level, once + One hand, index finger extended facing up, raised beside the head after briefly touching the mouth and pointing upwards, stationary","One hand, palm open facing down, raised upwards to chest level, once + One hand, index finger extended pointing down with palm inward, touching the head then moving downwards to chest level, once","One hand, palm open facing down, moving downwards from beside the head to chest level, once + One hand, index and thumb fingers pinch facing in, touching the side of the face/ear, stationary.","One hand, palm open facing down, raised upwards, once + One hand, all fingers closed facing in, touching face (cheek), stationary","One hand, all fingers close facing in, moving downwards/outwards from the chin, once + One hand, palm open facing in, raised to and touching the side of the head/face, stationary","One hand, back hand closed fist facing forward, raising upwards to touch the mouth, once + One hand, palm open all fingers spread facing forward, spreading outwards and held in front of the face, stationary","One hand, palm open facing left, moving upwards, once + One hand, index finger extended facing up, positioned touching the right temple, stationary","One hand, index finger extended pointing up facing in, raising upwards, repeatedly + One hand, open palm facing down, swiping leftwards and rightwards, repeatedly"
p_027,"One hand, palm open facing forward, raising upwards, once + One hand, index and thumb fingers pinch facing forward, closing inwards and moving downwards, once","One hand, index and thumb fingers pinching facing inwards, moving upwards to the mouth, once + One hand, open palm facing forward, raised and held near the head, stationary","One hand, index and thumb fingers pinch facing inwards, moving upwards to the mouth and touching it, once + One hand, index finger point facing up, pointing upwards in front of the body, stationary","One hand, palm open facing forward, raised upwards, once + One hand, index and thumb fingers pinch facing inwards, forming near face, repeatedly.","Two hands, index and thumb fingers extended forming opposing L-shapes facing inward, raising upwards toward the face, once + Two hands, right hand all fingers spread with palm forward near the face and left hand index and thumb in L-shape facing inward, positioned in front of the face, stationary","Two hands, index and thumb fingers extended in L-shapes facing inwards, moving together to touch at tips forming a rectangular frame and holding, stationary + Two hands, palms and all fingers closed facing inwards, rubbing together back-and-forth, repeatedly.","One hand, palm open facing forward, raised upwards, stationary + One hand, index and thumb fingers pinch facing forward, moving downwards, once.","One hand, thumb finger extended up facing forward, pointing upwards, stationary + One hand, index and thumb fingers extended with index down facing forward, pointing downwards, stationary"
p_028,"One hand, index finger extended facing inwards, touching the cheek, once + One hand, index finger extended facing up, pointing upwards, stationary","One hand, index finger extended pointing up with palm inward, raised to the side of the face and briefly touching the cheek before moving downwards, repeatedly.","Two hands, all fingers open curved facing inwards, moving upwards to the sides of the head to touch both ears, once + One hand, all fingers touching facing inwards at one ear, holding there, stationary","One hand, all fingers closed with palm in, touching the cheek, stationary + One hand, index and thumb fingers extended with palm out, holding near shoulder level, stationary",,"One hand, hand open facing left, raising upwards to beside the head, once + One hand, hand open facing left, holding raised beside the head, stationary","One hand, index finger extended facing up, raising upwards, once + One hand, index and middle fingers extended facing up, holding up, stationary","One hand, palm open facing down, swiping leftwards, once + One hand, palm open facing up, raised upwards, stationary"
p_029,"One hand, index and thumb fingers pinching facing forward, moving upwards, once + One hand, index finger extended facing up, moving up and down, repeatedly","One hand, index and thumb fingers pinch facing up, raising upwards, once + One hand, index and thumb fingers pinch facing up, holding up, stationary","One hand, all fingers open with palm facing forward, raising and moving forwards to face level, once + One hand, index and thumb fingers forming a ring with other fingers relaxed facing forward, held near chest, stationary.","One hand, open palm facing forward, waving leftwards/rightwards, repeatedly + One hand, thumb finger extended up facing up, held near lap, stationary","One hand, palm open facing forward, raising upwards/outwards once + One hand, palm open facing forward, waving leftwards-rightwards repeatedly","One hand, palm open with all fingers extended facing up/outwards, moving side-to-side leftwards-rightwards, repeatedly + One hand, palm open with all fingers extended facing down/inwards, swiping diagonally downwards inwards to touch the opposite forearm, once.","One hand, index finger extended up with palm inward, pointing upwards then moving downwards, once.","One hand, open palm facing forward, raising upwards, once + One hand, open palm facing forward, moving downwards to touch the other hand at the wrist, once."
p_030,"One hand, index finger extended up with palm facing in, moving to touch the side of the head/temple, once + One hand, thumb finger extended up with back hand facing forward, raised near the head moving downwards, repeatedly.","One hand, index finger extended facing inwards, touching ear, stationary + One hand, thumb finger extended facing down, moving downwards, once","One hand, index finger extended up facing in, touching right temple, stationary + One hand, index and thumb fingers pinch facing in, moving downwards to in front of mouth, once","One hand, index finger extended facing inwards, touching the right cheek, stationary + One hand, index and thumb fingers pinched facing outwards, moving forwards away from the face and opening to all fingers spread, once.","One hand, palm open vertical facing left, raising upwards to touch the side of the face, once + Two hands, palms open stacked with right palm facing down on left palm facing up, stacking together and holding, stationary","One hand, open palm facing forward at mouth, moving outwards from the mouth, once + Two hands, palms open with one facing up and the other facing down, the upper hand tapping downward onto the upturned palm and lifting between taps, repeatedly.","One hand, index finger extended up with palm facing forward, pointing upwards, stationary.","Two hands, palms open facing inwards, clapping together, once + Two hands, palms and all fingers pressed together facing inwards, holding pressed together, stationary"
p_031,"One hand, index finger extended forward, pointing/moving forwards, once","One hand, index finger extended forward, pointing forwards with small up–down movements, repeatedly.",No hand gesture detected.,"One hand, palm open facing down, holding extended forwards, stationary","One hand, index finger extended facing forward, raising upwards then pointing forwards, once","One hand, index finger extended up, raising upwards, once + One hand, index finger extended up, moving leftwards and rightwards, repeatedly","One hand, index finger extend up, raising upwards, once + One hand, index finger extend up, pointing upwards, stationary","Two hands, all fingers open with palms facing inwards, raised upwards, once + Two hands, all fingers open with palms facing inwards, moving slightly inwards and outwards, repeatedly."
p_032,"One hand, palm open facing in, holding against the right ear, stationary + One hand, index finger extended facing up, raised and pointing upwards, stationary","One hand, all fingers open facing in, moving upwards to touch the side of the head/ear, once + Two hands, hands closed facing in, moving downwards together in front of the chest, once","One hand, index finger extended in, moving upwards to touch and hold against the face, once + One hand, palm open in, covering and holding against the face, stationary","Two hands, palms open with all fingers spread facing forward, waving side-to-side, repeatedly + Two hands, palms facing each other, clapping, repeatedly","One hand, palm open facing forward, raised upwards, once + One hand, fingers and palm touch head facing inwards, moving inwards to the forehead then downwards, once","One hand, back hand in a closed fist facing forward, raising upwards, once + One hand, palm open facing forward, waving leftwards-rightwards, repeatedly","One hand, palm open facing forward, raised and waving leftwards-rightwards, repeatedly.","One hand, palm with all fingers open facing forward, waving leftwards-rightwards near the face, repeatedly."
p_033,"One hand, palm open facing up, raising upwards, once + One hand, palm open facing left, waving up and down, repeatedly","One hand, palm open facing down, moving up and down, repeatedly.","One hand, open palm facing down, raising upwards, once + One hand, open palm facing down, swiping leftwards, once","One hand, palm open facing down, raising upwards to above head, once + One hand, hand closed facing down, pressing downwards on other forearm, repeatedly","Two hands, palms open facing each other inwards, clapping together, repeatedly.",,"One hand, hand closed/fist facing up, raising upwards, once + One hand, index finger extended up, held raised near face, stationary",
p_034,"One hand, palm open facing up, moving upwards, repeatedly + One hand, all fingers spread facing forward, raised and held beside the head, stationary","One hand, palm open facing forward, raised upwards, stationary + One hand, index finger extended facing up, pointing upwards, stationary","One hand, index and thumb fingers pinched facing in, moving upwards to touch the cheek, once + One hand, index and thumb fingers pinched facing in, holding near the cheek, stationary.","One hand, index and thumb fingers touching with other fingers extended, palm facing forward, raised beside the ear, stationary + One hand, index and thumb fingers pinching, palm facing forward, moving downwards and outwards from the head toward chest level, once.","One hand, palm and all fingers open facing forward, moving upwards and forwards, once + One hand, palm and all fingers open facing forward, held in front, stationary","One hand, index and thumb fingers pinch facing forward, moving forwards once + One hand, palm open facing forward, waving leftwards-rightwards repeatedly","One hand, index finger extended upward with palm facing forward, moving upwards, once + One hand, index finger extended upward with palm facing forward, holding raised, stationary.","One hand, palm open facing forward, raised and waving leftwards-rightwards, repeatedly + One hand, index and thumb fingers pinch facing forward, raised beside face and held, stationary"
p_035,"One hand, palm open with all fingers extended facing down, raised forwards and held at chest level, stationary + One hand, hand closed in a fist facing down, moving downwards, repeatedly","One hand, palm open facing forward, raised upwards to head level and held, stationary + One hand, palm open facing down, moving downwards to chest level, once","One hand, palm open facing forward, waving leftwards-rightwards, repeatedly","One hand, palm open facing forward, raising upwards, once.","One hand, palm open facing down, covering the eyes/forehead, stationary + One hand, thumb finger up facing inwards, moving up and down near the chest, repeatedly",,"One hand, palm open with all fingers extended facing forward, raised and held up, stationary.","Two hands, palms open facing down, pressing downwards, once."
