id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_010,"One hand, index and thumb fingers extended other fingers curled L shape facing forward, raised pointing downward upwards to chest level, dynamic performed once + One hand, index finger extended other fingers curled pointing shape facing forward, held pointing upward stationary, static with stationary hand position.","One hand, index finger extended other fingers curled facing forward, raising and lowering while pointing, upwards and downwards, dynamic gesture performed repeatedly.","One hand, index finger extended with hand partially closed facing inwards, raised upwards to touch nose, dynamic gesture performed once.","One hand, hand open with palm facing in, raised upwards touching mouth then lowered downwards, dynamic gesture performed once.","One hand, index finger extended with other fingers closed pointing facing inwards, pointing touching mouth moving upwards, a dynamic gesture performed once + One hand, palm open facing forward, held raised in front of face no movement, a static gesture with stationary hand position with small variances in hand pose or position.","One hand, index finger extended with thumb up and other fingers closed, facing forward; raised pointing forward then swiping leftwards; dynamic performed once + Two hands, palms open with fingers extended, facing forward; raised upwards apart and held; static stationary.","One hand, middle finger extended with other fingers closed palm facing forward, raised holding pointing upwards then moving forwards and downwards, dynamic gesture performed once.","One hand, open hand palm facing forward, raised upwards then waving leftwards and rightwards, a dynamic gesture performed repeatedly."
p_011,"One hand, palm and all fingers from open to closed together pointing, facing from up to front, rotating wrist turning palm from up to front, dynamic gesture performed repeatedly + One hand, all fingers changing pose from open spread to index and middle extended to closed fist, facing forward, changing poses while held at chest level, dynamic gesture performed once.","One hand, index finger extended other fingers closed facing front, raising pointing upwards, dynamic gesture performed once + One hand, hand open palm facing front, waving leftwards rightwards, dynamic gesture performed repeatedly.","One hand, all fingers open extended palm facing forward, raising moving towards face upwards inwards, a dynamic gesture performed once + One hand, index finger extended other fingers closed facing inwards, pointing touching nose inwards, a static gesture with stationary hand position with small variances in hand pose or position.","One hand, index finger extended in closed hand pose facing up, raised pointing upwards, static gesture with stationary hand position + One hand, all fingers extended in open hand pose palm facing front, held spreading apart, static gesture with stationary hand position.","Two hands, palms open extended facing forward, raised holding apart outwards, static stationary + Two hands, palms open extended facing each other, clapping together inwards, dynamic repeatedly.","Two hands; palms touching with fingers extended upwards, facing each other; holding pressed together in front of chest, stationary; static stationary + Two hands; palms open with fingers extended and spread, facing forward; holding raised apart at head level, upwards; static stationary.","One hand, palm open facing forward, raised upwards, dynamic performed once + One hand, index finger extended facing up, pointing upwards, static stationary.","One hand, open hand with all fingers extended palm facing forward, raised upwards waving leftwards and rightwards, dynamic gesture performed repeatedly + One hand, fist with thumb extended and other fingers closed thumb facing up, held raised then moving inwards to touch nose with thumb, dynamic gesture performed once."
p_012,"One hand, palm curved, facing inwards, raised to holding at ear leftwards, static stationary + One hand, palm open extended, facing forward, moving upwards then closing to fist downwards, dynamic performed once.","One hand, palm open facing forward, raised upwards to cup behind ear, dynamic gesture performed once + One hand, palm open facing forward, raised upwards to cup behind ear, dynamic gesture performed repeatedly.","One hand, index finger extended with other fingers curled facing up, raised upwards to touch mouth, a dynamic gesture performed once + One hand, index finger extended with other fingers curled facing up, holding pressed to mouth, a static gesture with stationary hand position with small variances in hand pose or position stationary.","One hand, index finger extended facing forward, raising and touching nose upwards, dynamic once + One hand, all fingers open palm facing forward, shaking leftwards and rightwards, dynamic repeatedly.","One hand, thumb finger extended closed fist facing forward, raised holding upwards, static gesture with stationary hand position with small variances in hand pose or position + One hand, index finger extended closed fist facing forward, raised holding upwards, static gesture with stationary hand position with small variances in hand pose or position.","Two hands, index finger extended hand closed facing inward, raised pointing touching own eyes inwards, dynamic once + Two hands, open hand all fingers extended spread facing forward, raised positioning spread apart upwards, static stationary.","One hand, fist closed facing inwards, raised touching mouth upwards, dynamic gesture performed once + One hand, index finger extended pointing up facing upwards, raised pointing upwards touching head then held above head, static gesture with stationary hand position.","One hand, palm with all fingers open extended facing forward, raised waving leftwards and rightwards, dynamic gesture performed repeatedly."
p_013,"One hand, index finger extended other fingers closed palm facing forward, raised pointing upwards, stationary + One hand, all fingers open palm facing forward, spreading apart forwards, once.","One hand, index finger extended facing up, pointing upwards, dynamic gesture performed once + One hand, all fingers open and index and thumb fingers pinched facing front, spreading and pointing forwards, dynamic gesture performed once.","One hand, index finger extended with other fingers closed and back of hand facing front, raised to touch mouth, upwards, a dynamic gesture performed once.","One hand, index finger extended with other fingers closed pointing up facing inwards, raised touching mouth upwards, dynamic performed once + One hand, palm open with fingers spread facing inwards, holding positioned over mouth stationary, static stationary.","One hand, palm open facing forward, raised holding upwards, static gesture with stationary hand position with small variances + Two hands, palms open facing forward, raised holding upwards, static gesture with stationary hand position with small variances.","One hand, thumb finger extended from closed fist facing forward, raised upwards to chest level holding, a static gesture with stationary hand position + One hand, thumb and pinky fingers extended with other fingers closed facing inward, raised upwards to hold thumb at ear and pinky at mouth, a static gesture with stationary hand position.","One hand, index finger extended facing up, pointing upwards, a static gesture with stationary hand position with small variances in hand pose or position.","One hand, palm open facing forward, waving leftwards and rightwards, dynamic gesture performed once."
p_014,"One hand, thumb and pinky fingers extended other fingers curled hand curved facing in, raised holding at side of head touching ear with thumb and pinky towards mouth upwards, static gesture with stationary hand position with small variances + Two hands, palms open fingers extended facing forward, raised moving apart outwards, dynamic gesture performed once.","One hand, index finger extended pointing up, pressing on mouth upwards, dynamic gesture performed once + One hand, hand open palm facing forward, waving leftwards and rightwards, dynamic gesture performed repeatedly.","One hand, index finger extended facing inwards, raising touching mouth, upwards, dynamic gesture performed once + One hand, index finger extended with other fingers curled facing forward, pointing holding, upwards, static gesture with stationary hand position with small variances in hand pose or position.","One hand, index finger extended open facing up, raising pointing upwards then inwards to touch nose, dynamic gesture performed once + One hand, index finger extended open facing forward, extending pointing outwards rightwards, dynamic gesture performed once.","One hand, index finger extended other fingers closed hand in loose fist facing forward, raised to head level pointing upwards, static stationary + One hand, all fingers extended open palm facing forward, moving to touch head then swiping leftwards and downwards, dynamic gesture performed once.","One hand, palm and all fingers open extended facing forward, raising and holding raised and upwards, dynamic gesture performed once + One hand, hand closed fist facing forward, closing and lowering and downwards, dynamic gesture performed once.",One hand; palm and all fingers open extended facing forward; raised holding at head level upwards; a static gesture with stationary hand position with small variances.,"One hand, closed hand with index finger extended palm facing inwards finger facing up, holding touching mouth stationary, a static gesture with stationary hand position with small variances in hand pose or position + One hand, closed hand with index finger extended palm facing down finger facing down, holding pointing downwards, a static gesture with stationary hand position with small variances in hand pose or position."
p_015,"One hand, palm open with brief closing to index finger extended, facing forward, raising and lowering with closing and opening, upwards then downwards, dynamic performed once.","One hand, palm open extended facing forward, raising then swiping, upwards then rightwards, a dynamic gesture performed once.","One hand, palm open extended facing forward, raising upwards, dynamic performed once + One hand, index finger extended facing forward, pointing forwards while moving downwards, dynamic performed once.","One hand, all fingers closed fist facing front, raising upwards, dynamic once + One hand, palm and all fingers open extended facing front, holding stationary, stationary.","One hand, palm open with all fingers extended facing front, raised upwards, a dynamic gesture performed once + One hand, palm open with all fingers extended facing in, pressing on chest downwards, a dynamic gesture performed once.","One hand, palm open extended facing forward, holding raised upwards, a static gesture with stationary hand position with small variances in hand pose or position + Two hands, palms pressed with fingers extended facing inwards, pressing against other hand together, a static gesture with stationary hand position with small variances in hand pose or position.","One hand, thumb finger extended with other fingers closed palm facing forward, raised upwards, a dynamic gesture performed once + One hand, index finger extended with other fingers closed palm facing forward, pointing upwards, a static gesture with stationary hand position.","One hand, palm open extended facing forward, held raised forwards, static gesture with stationary hand position with small variances in hand pose or position."
p_016,"One hand, palm open extended fingers facing forward, raised waving leftwards rightwards, dynamic performed repeatedly + One hand, fist closed thumb extended upwards facing forward, holding raised upwards, static stationary.","One hand, palm open facing forward, waving leftwards and rightwards, a dynamic gesture performed repeatedly.","One hand, open hand with fingers extended facing forward, raising upwards to mouth, dynamic gesture performed once + One hand, open hand with fingers spread touching mouth facing inwards, holding stationary over mouth, static gesture with stationary hand position.","One hand, thumb finger extended from closed fist to index finger extended from closed fist, both extended pointing up facing forward, raised moving upwards and rotating wrist to position index touching mouth, a dynamic gesture performed once + One hand, index finger extended from closed fist to all fingers spread open palm, from closed point to open extend facing up, moving outwards rightwards spreading fingers away from mouth, a dynamic gesture performed once.","One hand, index finger extended pointing facing up, raising and upwards, dynamic gesture performed once + One hand, hand open all fingers extended facing forward, raising to touching head and lowering and upwards to head then downwards, dynamic gesture performed once.","One hand, thumb and little finger extended with other fingers closed, extended pose facing in, raised touching ear upwards, dynamic gesture performed once + One hand, palm open extended, facing down, raised above head holding then lowering touching head/face downwards, dynamic gesture performed once.","One hand, hand open with fingers extended palm facing forward, waving rotating leftwards and rightwards, dynamic gesture performed repeatedly.","One hand, all fingers extended open flat palm facing inwards, raised touching forehead moving upwards, dynamic gesture performed once + One hand, palm open facing inwards, placed holding on chest stationary, static gesture with stationary hand position."
p_017,One hand; index finger extended other fingers curled palm facing inwards; pointing moving upwards forwards; dynamic gesture performed once + One hand; all fingers curled into fist thumb outside facing inwards; raising holding upwards; static gesture with stationary hand position with small variances in hand pose or position.,"One hand, index finger extended with other fingers curled palm facing front, raised pointing upwards, a dynamic gesture performed once.","One hand, thumb and index fingers extended from closed fist facing up, positioned holding touching chin and mouth, a static gesture with stationary hand position with small variances in hand pose or position + One hand, index finger extended from closed fist facing forward, pointing forwards, a dynamic gesture performed once.","One hand, index finger extended upright facing forward, raised upwards to touch mouth, dynamic performed once.","Two hands, palms and all fingers from closed clasped touching other hand to open extended facing front, spreading apart outwards, dynamic once + Two hands, all fingers extend and curve facing front, opening and closing repeatedly in place, dynamic repeatedly.","One hand, index finger extended touching mouth facing inwards, holding positioned at mouth, static stationary + Two hands, all fingers closed in fists touching other hand then opening to palms facing forward, spreading moving apart outwards, dynamic performed once.","One hand, index finger extended with other fingers closed facing forward, raised holding pointing upwards, static stationary with small variances in hand position.","Two hands; palms open extended facing forward; spreading and raising, apart and upwards; a dynamic gesture performed once + Two hands; palms open extended facing forward; shaking, leftwards rightwards; a dynamic gesture performed repeatedly."
p_018,"One hand, open hand with palm facing forward, waving side to side, dynamic gesture performed repeatedly.","One hand, open hand with palm facing forward, waving by moving leftwards and rightwards, dynamic gesture performed repeatedly.","One hand, index finger extended other fingers curled, palm facing forward, raised upwards to touch mouth, dynamic gesture performed once + One hand, index finger extended other fingers curled, palm facing forward, held touching mouth, static gesture with stationary hand position with small variances in hand pose or position.","Two hands, index fingers extended pointing up other fingers closed palms facing inwards, raised upwards to press against ears holding then lowered downwards, a dynamic gesture performed once.","Two hands, closed fists facing in opening to spread fingers facing forward, raising upwards to touch eyes and spreading outwards, dynamic performed once + Two hands, spread fingers facing forward closing to fists facing in, lowering downwards away from eyes, dynamic performed once.","Two hands, open palms facing towards face, raised upwards to cover and touch eyes together, dynamic gesture performed once + Two hands, open palms facing forward, spreading apart outwards and upwards to raised position, static gesture with stationary hand position with small variances.","One hand, index and pinky fingers extended hand closed in fist pose palm facing forward, held raised pointing upwards, static gesture with stationary hand position with small variances in hand pose or position.","One hand, open hand with all fingers extended palm facing forward, raised upwards then waving leftwards and rightwards, dynamic gesture performed repeatedly."
p_019,"One hand, index finger extended with hand closed facing forward, raised pointing upwards, a dynamic gesture performed once.","One hand, index finger extended with other fingers closed facing front, raised upwards to face level, dynamic once + One hand, index and middle fingers extended and spread with other fingers closed facing front, held at face level, static stationary.","One hand, index finger extended others curled facing inwards, raised upwards to touch nose, dynamic gesture performed once + One hand, index and pinky fingers extended others curled palm facing forward, holding raised next to head pointing upwards, static gesture with stationary hand position with small variances in hand pose or position.","One hand, index finger extended with hand partially open facing in, rotating touching head, circular, dynamic gesture performed once.","One hand, open hand with all fingers extended flat facing down, raised to touch head/face upwards, dynamic gesture performed once + One hand, closed fist facing front, thrusting forwards, dynamic gesture performed once","Two hands, palms touching other hand closed facing each other, raised moving upwards to in front of face, a dynamic gesture performed once + Two hands, palms open all fingers extended facing forward, spreading apart outwards and holding in front of face, a static gesture with stationary hand position.","One hand, index finger extended other fingers closed palm facing inwards, raised touching side of head then lowered upwards to head then downwards, a dynamic gesture performed once.","One hand; fist, closed, facing forward; raised, upwards; dynamic gesture performed once + One hand; hand, open, facing down, to fist with thumb extended, facing down; extending, forward, then rotating and pointing, downwards; dynamic gesture performed once."
p_020,"One hand, palm open facing forward, waving leftwards and rightwards, a dynamic gesture performed repeatedly.","One hand, open hand palm facing forward fingers extended, waving side to side, a dynamic gesture performed repeatedly.","One hand, palm facing forward open with all fingers extended transitioning to index and middle fingers extended then to index finger extended, raised upwards then lowered downwards, dynamic gesture performed once + One hand, palm facing forward open with all fingers extended, raised upwards then lowered downwards, dynamic gesture performed once.","Two hands, palms open facing up, spreading apart outwards, dynamic gesture performed once + Two hands, palms open facing up, moving together inwards, dynamic gesture performed once.","Two hands, palms open crossed at wrists facing forward, crossing and raising to in front of face upwards, dynamic gesture performed repeatedly.","Two hands, index thumb and pinky fingers extended with middle and ring fingers closed, extend pose, palm facing front; raising and holding at face level, upwards; dynamic gesture performed repeatedly.","One hand, index finger extended with other fingers closed in point pose facing up, raised holding pointing upwards, a static gesture with stationary hand position with small variances in hand pose or position + One hand, palm open facing front, swiping rightwards, a dynamic gesture performed once.","Two hands, all fingers open extended crossed at wrists palms facing forward, shaking leftwards and rightwards, dynamic gesture performed repeatedly + Two hands, palms open facing inwards, clapping together, dynamic gesture performed once."
p_021,"One hand, index finger extended other fingers closed, palm facing forward, pointing and upwards, stationary.","One hand, index and pinky fingers, extended facing up, raised touching ear extending pinky holding, upwards, dynamic gesture performed once + One hand, index finger, extended facing forward, pointing moving, forwards downwards, dynamic gesture performed once.","One hand, index finger extended others curled palm facing forward, raising to press index finger to mouth upwards, dynamic gesture performed once + One hand, palm open fingers extended palm facing forward, waving leftwards and rightwards, dynamic gesture performed repeatedly.","One hand, index finger extended from closed hand facing back forward, raised upwards touching mouth then extended pointing forwards outwards, dynamic gesture performed once + One hand, index finger extended from closed hand facing palm forward finger up, raised holding pointing upwards, dynamic gesture performed once.","One hand, hand open with palm facing forward then down, raised upwards to touch forehead then lowered downwards, dynamic gesture performed once.","One hand, index finger extended with other fingers curled facing towards face, raised pointing and touching nose upwards, dynamic performed once + One hand, all fingers extended open palm facing forward, raised upwards beside head, dynamic performed once.","One hand, index finger extended facing forward, pointing upwards, stationary","Two hands, closed fists, facing inwards, raised upwards and crossed inwards over chest, dynamic gesture performed once."
p_022,"One hand, thumb finger extended other fingers closed, facing forward, raised holding upwards, static stationary + One hand, thumb and pinky fingers extended other fingers closed, facing inwards, raised to head interacting with ear and mouth holding stationary, static stationary.","One hand, index finger and thumb extended other fingers curled facing forward, raised pointing forwards, dynamic performed once + One hand, index finger and thumb extended other fingers curled facing inwards, holding pointing touching head, static with stationary hand position with small variances in hand pose.","One hand, index finger extended pointing up facing forward, raised moving upwards to touch mouth, a dynamic gesture performed once + One hand, index finger extended touching mouth facing forward, holding pressed against mouth stationary, a static gesture with stationary hand position with small variances.",No gesture performed.,"One hand, index finger and thumb extended with other fingers closed facing forward, pointing forwards from touching mouth, dynamic gesture performed once + Two hands, open palms facing forward with left hand bent and right hand extended, holding raised position touching head with left hand and extending right hand forwards, static gesture with stationary hand position with small variances.","One hand, thumb and middle finger pinched with other fingers curled facing forward, snapping by releasing fingers apart, dynamic gesture performed once + One hand, all fingers extended open palm facing forward, waving leftwards and rightwards, dynamic gesture performed repeatedly.","One hand, index and middle fingers extended together ring and pinky fingers extended together thumb extended with split between middle and ring, palm facing forward, held raised upwards, a static gesture with stationary hand position with small variances in hand pose or position + One hand, index finger extended other fingers closed, palm facing left, pointing moving leftwards then downwards, a dynamic gesture performed once.","One hand, palm open extended facing forward, waving leftwards rightwards, dynamic gesture performed repeatedly + One hand, thumb and pinky fingers extended other fingers curled facing forward, holding stationary, static gesture with stationary hand position."
